Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,NetRtg,ORtg,DRtg,Player-additional
366,Kris Murray,SF,23,POR,62,29,1348,5.3,13.4,0.396,1.8,6.7,0.268,3.5,6.7,0.525,1.4,2.1,0.661,3.1,5.1,8.2,2.9,1.9,0.8,2,3.4,13.8,-15,103,118,murrakr01
367,Mike Muscala,C,32,TOT,53,6,600,4.4,12.3,0.359,2.2,7.6,0.292,2.2,4.7,0.467,1.3,2,0.68,3.1,6.8,9.9,2.8,0.7,1,1.7,4.1,12.4,-18,102,120,muscami01
367,Mike Muscala,C,32,WAS,24,2,338,4.6,12.5,0.367,1.9,7.1,0.275,2.6,5.4,0.487,2.1,2.8,0.75,3,7.3,10.4,3,0.7,1,2.2,4.3,13.1,-21,100,121,muscami01
367,Mike Muscala,C,32,DET,13,4,171,4.2,12.4,0.341,3.7,9.6,0.382,0.6,2.8,0.2,0.6,1.1,0.5,2.8,5.3,8.2,2.8,0.8,1.4,0.6,3.7,12.7,-6,114,120,muscami01
367,Mike Muscala,C,32,OKC,16,0,91,4.2,11.6,0.364,0.5,5.8,0.091,3.7,5.8,0.636,0,0.5,0,3.7,7.4,11.1,2.1,0.5,0.5,2.1,4.2,9,-27,88,115,muscami01
368,Svi Mykhailiuk,SF,26,BOS,41,2,413,6.8,16.4,0.416,5,12.9,0.389,1.8,3.5,0.517,0.7,1.1,0.667,1.3,4.8,6.1,4.2,1.3,0.1,1.4,2.3,19.4,4,119,115,mykhasv01
369,Larry Nance Jr.,C,31,NOP,61,0,1216,5.6,9.7,0.573,1.1,2.6,0.415,4.5,7.1,0.631,1.9,2.5,0.77,3.8,8.6,12.4,4.6,2.5,0.8,2,4,14.1,20,131,111,nancela02
370,Pete Nance,PF,23,CLE,8,0,27,1.8,11,0.167,1.8,1.8,1,0,9.1,0,0,3.7,0,0,5.5,5.5,0,1.8,0,1.8,3.7,5.5,-74,40,114,nancepe01
371,Andrew Nembhard,PG,24,IND,68,47,1697,7.2,14.5,0.498,1.7,4.8,0.357,5.5,9.8,0.567,1.3,1.6,0.804,1,2.9,3.9,7.8,1.8,0.2,2.8,4,17.4,-7,114,121,nembhan01
372,Aaron Nesmith,SF,24,IND,72,47,1995,7.4,15,0.496,3.3,7.9,0.419,4.1,7.1,0.581,2.5,3.2,0.781,1.5,5,6.5,2.6,1.5,1.2,1.5,5.7,20.7,4,123,119,nesmiaa01
373,Georges Niang,PF,30,CLE,82,10,1831,7.7,17.1,0.449,4,10.7,0.376,3.6,6.4,0.572,1.4,1.6,0.85,0.6,6.9,7.5,2.6,0.8,0.5,1.9,5.2,20.7,-6,109,115,niangge01
374,Daishen Nix,PG,21,MIN,15,0,50,8.9,23.7,0.375,5.9,16.8,0.353,3,6.9,0.429,3,5.9,0.5,1,2,3,5.9,4.9,0,4.9,2,26.7,-11,95,106,nixda01
375,Zeke Nnaji,PF,23,DEN,58,0,576,5.9,12.8,0.463,0.5,2,0.261,5.4,10.8,0.5,3.6,5.3,0.677,5.2,5.6,10.8,2.8,1.3,3.3,2.3,7,16,1,113,112,nnajize01
376,Jaylen Nowell,SG,24,TOT,13,1,214,7.7,17.7,0.436,1.4,6.6,0.207,6.4,11.1,0.571,1.6,2,0.778,1.4,4.1,5.5,4.3,0.9,0.5,1.6,3.4,18.4,-16,104,120,nowelja01
376,Jaylen Nowell,SG,24,MEM,9,1,156,6.9,17.2,0.4,1.3,7.2,0.174,5.6,10,0.563,0.9,0.9,1,0.9,3.4,4.4,5,0.9,0,1.6,4.1,16,-22,98,120,nowelja01
376,Jaylen Nowell,SG,24,DET,4,0,58,10,19.1,0.522,1.7,5,0.333,8.3,14.1,0.588,3.3,5,0.667,2.5,5.8,8.3,2.5,0.8,1.7,1.7,1.7,24.9,-4,116,120,nowelja01
377,Markquis Nowell,SG,24,TOR,1,0,4,0,12.1,0,0,0,,0,12.1,0,24.1,24.1,1,24.1,0,24.1,24.1,12.1,0,0,0,24.1,69,169,100,nowelma01
378,Frank Ntilikina,PG,25,CHO,5,0,43,1.1,10.3,0.111,1.1,9.2,0.125,0,1.1,0,2.3,2.3,1,1.1,5.7,6.9,4.6,0,0,1.1,4.6,5.7,-50,75,125,ntilila01
379,Jusuf Nurki?,C,29,PHO,76,76,2078,7.5,14.7,0.51,0.5,2.1,0.244,7,12.6,0.555,3.9,6.1,0.64,5.3,14.4,19.7,7.1,1.9,1.9,4.1,6,19.5,6,114,108,nurkiju01
380,Jordan Nwora,SF,25,TOT,52,1,712,9.3,20.2,0.462,3,8.8,0.336,6.3,11.3,0.56,3,3.6,0.83,1.9,8.2,10,4.2,1.8,0.9,3.6,3.2,24.5,-12,105,117,nworajo01
380,Jordan Nwora,SF,25,IND,18,0,183,9.5,21.1,0.451,2.8,9.3,0.306,6.7,11.9,0.565,2.3,2.8,0.818,2.1,6.4,8.5,4.6,1.5,0.3,3.1,4.9,24.2,-13,106,119,nworajo01
380,Jordan Nwora,SF,25,TOR,34,1,529,9.2,19.8,0.465,3,8.7,0.347,6.2,11.1,0.557,3.2,3.8,0.833,1.8,8.8,10.6,4,1.8,1.1,3.7,2.6,24.6,-12,105,117,nworajo01
381,Royce O'Neale,SF,30,TOT,79,14,1954,5.4,13.6,0.397,3.9,10.6,0.37,1.5,2.9,0.496,0.6,0.9,0.686,1.5,8,9.5,5.5,1.5,1.1,1.8,4.4,15.3,0,115,115,onealro01
381,Royce O'Neale,SF,30,BRK,49,6,1202,5.2,13.4,0.388,4,10.9,0.366,1.2,2.5,0.483,0.6,0.9,0.682,1.6,7.5,9.1,5.6,1.3,1.2,2.1,4.9,15,-4,112,116,onealro01
381,Royce O'Neale,SF,30,PHO,30,8,752,5.7,13.9,0.411,3.8,10.2,0.376,1.9,3.7,0.509,0.6,0.8,0.692,1.4,8.7,10.1,5.3,1.8,1,1.4,3.5,15.8,6,119,113,onealro01
382,Chuma Okeke,SF,25,ORL,47,8,432,4.6,12.8,0.357,2.6,9.4,0.28,1.9,3.4,0.567,0.5,0.8,0.571,2.1,7.1,9.2,2.3,1,0.8,1.8,2.2,12.3,-16,97,113,okekech01
383,Josh Okogie,SG,25,PHO,60,11,960,4.4,10.5,0.417,1.5,4.8,0.309,2.9,5.7,0.509,3.9,5.2,0.745,3.8,4.1,7.8,3.3,2.4,1.2,1.8,3.5,14.1,5,119,114,okogijo01
384,Onyeka Okongwu,C,23,ATL,55,8,1405,7.6,12.5,0.611,0.8,2.4,0.333,6.8,10.1,0.676,3.1,4,0.793,4.9,7.9,12.8,2.5,0.9,2,1.5,5.5,19.2,20,138,118,okongon01
385,Isaac Okoro,SF,23,CLE,69,42,1887,6.2,12.6,0.49,2.2,5.6,0.391,4,6.9,0.57,2.4,3.6,0.679,1.8,3.6,5.4,3.5,1.5,0.9,1.4,3.7,16.9,6,121,115,okorois01
386,Kelly Olynyk,C,32,TOT,78,27,1759,7.6,13.6,0.555,1.6,4.3,0.387,5.9,9.4,0.632,4.1,4.9,0.833,3,8.3,11.3,9.5,2,0.8,4.2,6.3,20.9,6,124,118,olynyke01
386,Kelly Olynyk,C,32,UTA,50,8,1019,6.9,12.2,0.562,1.7,4,0.429,5.2,8.2,0.626,3.8,4.5,0.842,3,9,12,10.4,1.8,0.6,3.8,6.3,19.2,11,130,119,olynyke01
386,Kelly Olynyk,C,32,TOR,28,19,740,8.5,15.6,0.548,1.6,4.6,0.338,7,11,0.637,4.6,5.5,0.824,2.9,7.3,10.2,8.4,2.4,1.2,4.6,6.4,23.2,2,118,116,olynyke01
387,Eugene Omoruyi,SF,26,WAS,43,0,393,9.6,19.9,0.485,1.5,5.5,0.283,8.1,14.4,0.562,3.8,5.8,0.653,4.2,5.9,10.1,4.2,3.2,0.6,2.5,7.4,24.6,-5,111,116,omorueu01
388,Cedi Osman,SF,28,SAS,72,3,1269,6.9,14.4,0.479,3.2,8.3,0.389,3.7,6.1,0.601,1.3,1.9,0.673,0.9,5.8,6.7,4.5,1.3,0.4,1.8,4,18.3,-3,115,118,osmande01
389,Kelly Oubre Jr.,SF,28,PHI,68,52,2055,9.3,21,0.441,2.4,7.8,0.311,6.8,13.2,0.517,4.2,5.6,0.75,2.3,5.9,8.2,2.4,1.8,1.1,2.1,4.6,25.1,-5,109,114,oubreke01
390,Chris Paul,PG,38,GSW,58,18,1531,6.5,14.8,0.441,2.5,6.6,0.371,4,8.1,0.498,1.4,1.6,0.827,0.6,6.5,7.1,12.4,2.2,0.2,2.4,3.4,16.8,9,124,115,paulch01
391,Cameron Payne,PG,29,TOT,78,10,1304,7.7,17.9,0.432,3.9,9.9,0.39,3.9,8,0.486,2.2,2.5,0.866,0.8,3.6,4.4,7.6,1.6,0.4,2.5,4.7,21.5,-2,116,118,payneca01
391,Cameron Payne,PG,29,MIL,47,2,702,6.9,15.2,0.455,3.6,9,0.397,3.4,6.2,0.538,2.5,3,0.841,0.3,3.9,4.2,7.5,1.5,0.2,2.1,5,19.9,4,122,118,payneca01
391,Cameron Payne,PG,29,PHI,31,8,602,8.7,21.2,0.413,4.3,11.1,0.382,4.5,10.1,0.447,1.7,1.9,0.913,1.3,3.2,4.5,7.8,1.6,0.7,2.9,4.3,23.5,-6,111,117,payneca01
392,Gary Payton II,SG,31,GSW,44,0,680,7.3,13,0.563,1.4,3.9,0.364,5.9,9.1,0.648,1,1.6,0.609,3.3,4.8,8,3.4,2.8,1.3,1.9,5.5,17.1,10,123,113,paytoga02
393,Mãozinha Pereira,SF,23,MEM,7,1,122,7.2,14,0.514,2,5.2,0.385,5.2,8.8,0.591,2.8,4,0.7,4.4,10.4,14.8,0.8,2.4,1.6,2,4,19.2,7,117,110,pereima01
394,Drew Peterson,PF,24,BOS,3,0,23,8.6,12.9,0.667,6.4,10.7,0.6,2.1,2.1,1,0,0,,0,2.1,2.1,2.1,4.3,0,2.1,2.1,23.6,34,144,110,peterdr01
395,Filip Petrušev,C,23,TOT,3,0,10,4.9,9.8,0.5,0,0,,4.9,9.8,0.5,4.9,9.8,0.5,0,4.9,4.9,0,0,0,0,4.9,14.6,-12,108,120,petrufi01
395,Filip Petrušev,C,23,PHI,1,0,3,0,0,,0,0,,0,0,,0,0,,0,16.4,16.4,0,0,0,0,0,0,-113,,113,petrufi01
395,Filip Petrušev,C,23,SAC,2,0,7,6.9,13.9,0.5,0,0,,6.9,13.9,0.5,6.9,13.9,0.5,0,0,0,0,0,0,0,6.9,20.8,-15,108,123,petrufi01
396,Julian Phillips,SF,20,CHI,40,0,323,4.9,11.9,0.416,1.9,5.9,0.316,3.1,6,0.513,2,2.9,0.684,1.9,3.7,5.6,2,1.1,1.1,1.5,6.2,13.7,-12,107,119,phillju01
397,Jalen Pickett,SG,24,DEN,27,0,122,6.1,14.2,0.429,3.7,10.2,0.36,2.4,4.1,0.6,1.2,1.6,0.75,0.4,5.3,5.7,8.5,1.6,0,3.7,5.3,17.1,-6,109,115,pickeja02
398,Scotty Pippen Jr.,PG,23,MEM,21,16,527,9.3,18.8,0.493,2.8,6.7,0.417,6.5,12.2,0.534,3.8,5.1,0.745,2,4.2,6.2,9.1,3.3,0.9,5.2,5.6,25.1,-2,110,112,pippesc02
399,Mason Plumlee,C,33,LAC,46,11,674,6.4,11.2,0.569,0,0.4,0,6.4,10.8,0.592,5.1,7.3,0.707,4.4,12.7,17.1,4,1,1.2,2.6,5,17.9,12,125,113,plumlma01
400,Brandin Podziemski,SG,20,GSW,74,28,1968,6.7,14.7,0.454,2.2,5.8,0.385,4.5,8.9,0.499,1.2,1.9,0.633,2.9,7.6,10.5,6.7,1.5,0.3,2.2,3,16.8,3,118,115,podzibr01
401,Jakob Poeltl,C,28,TOR,50,50,1319,9.1,13.8,0.656,0,0,,9.1,13.8,0.656,2.2,3.9,0.551,5.3,10.4,15.7,4.6,1.3,2.8,2.8,5.5,20.3,10,125,115,poeltja01
402,Aleksej Pokusevski,PF,22,TOT,28,0,405,5.9,14.7,0.405,2.2,6.7,0.327,3.8,8,0.47,3.6,5,0.732,2.1,8.7,10.8,4.2,1.8,1.6,2.3,2.7,17.7,-9,107,116,pokusal01
402,Aleksej Pokusevski,PF,22,OKC,10,0,60,3.2,12.8,0.25,1.6,8.8,0.182,1.6,4,0.4,1.6,3.2,0.5,1.6,6.4,8,4,0.8,0.8,2.4,4,9.6,-36,79,115,pokusal01
402,Aleksej Pokusevski,PF,22,CHO,18,0,345,6.4,15,0.429,2.3,6.3,0.364,4.1,8.7,0.475,4,5.3,0.757,2.1,9.2,11.3,4.3,2,1.7,2.3,2.4,19.2,-5,111,116,pokusal01
403,Jordan Poole,SG,24,WAS,78,66,2346,9.8,23.6,0.413,3.7,11.2,0.326,6.1,12.4,0.492,3.8,4.4,0.877,0.6,3.6,4.2,6.8,1.7,0.5,3.7,4.9,27,-19,102,121,poolejo01
404,Craig Porter Jr.,PG,23,CLE,51,6,649,8.8,17.4,0.509,0.9,2.6,0.353,7.9,14.8,0.536,3.1,4.3,0.732,1.6,6.7,8.3,9,1.6,1.1,3.4,3,21.7,1,114,113,portecr01
405,Jontay Porter,PF,24,TOR,26,5,360,5.4,14,0.385,2.7,8,0.333,2.7,5.9,0.455,2,2.4,0.833,3.5,7.5,11,8,2.7,2.7,2.8,4.7,15.4,-2,112,114,portejo01
406,Michael Porter Jr.,SF,25,DEN,81,81,2565,10.1,20.9,0.484,4.3,10.7,0.397,5.8,10.1,0.575,1.8,2.1,0.836,2,8.9,10.9,2.4,0.8,1,1.8,2.9,26.2,3,117,114,portemi01
407,Otto Porter Jr.,SF,30,TOR,15,1,174,3.9,9.2,0.424,2.2,6.4,0.348,1.7,2.8,0.6,0.8,0.8,1,1.7,6.4,8,2.2,1.4,1.4,0.6,5.3,10.8,4,123,119,porteot01
408,Bobby Portis,PF,28,MIL,82,4,2008,11.2,22,0.508,2.4,5.9,0.407,8.8,16.1,0.545,2.3,3,0.79,3.4,11.1,14.5,2.5,1.6,0.8,2.2,4.5,27,2,115,113,portibo01
409,Kristaps Porzi??is,C,28,BOS,57,57,1690,11.3,22,0.516,3.2,8.6,0.375,8.1,13.4,0.606,7.6,8.8,0.858,2.8,9.1,12,3.4,1.2,3.2,2.6,4.6,33.5,19,128,109,porzikr01
410,Micah Potter,PF,25,UTA,16,0,186,4.9,10.4,0.475,2.3,5.4,0.429,2.6,4.9,0.526,1.6,2.1,0.75,2.6,8.6,11.2,1.6,1,1.6,1.3,3.6,13.7,3,123,120,pottemi01
411,Dwight Powell,C,32,DAL,63,9,836,4.1,6.1,0.679,0.1,0.2,0.333,4.1,5.9,0.689,3.6,5.1,0.708,5.6,6.7,12.3,4.8,1.5,1.1,1.8,6.5,11.9,32,147,115,poweldw01
412,Norman Powell,SG,30,LAC,76,3,1990,9.3,19.1,0.486,4.1,9.5,0.435,5.1,9.5,0.536,3.5,4.3,0.831,0.4,4.4,4.8,2,1.1,0.5,1.6,3.4,26.2,1,120,119,powelno01
413,Jason Preston,PG,24,UTA,7,0,71,4.1,12.9,0.316,0,2,0,4.1,10.9,0.375,0,0,,4.1,7.5,11.6,10.9,1.4,0.7,1.4,2,8.2,-14,107,121,prestja01
414,Joshua Primo,SG,21,LAC,2,0,10,4.9,14.8,0.333,0,4.9,0,4.9,9.9,0.5,0,0,,4.9,0,4.9,0,0,4.9,19.7,0,9.9,-82,37,119,primojo01
415,Taurean Prince,PF,29,LAL,78,49,2108,5.7,12.9,0.442,3.2,8,0.396,2.5,4.9,0.519,1.1,1.5,0.735,0.5,4.7,5.2,2.7,1.3,0.8,1.6,3.3,15.7,-10,108,118,princta02
416,Payton Pritchard,PG,26,BOS,82,5,1825,8,17.2,0.468,4,10.3,0.385,4.1,6.8,0.593,1.2,1.5,0.821,1.9,5.3,7.2,7.6,1.1,0.2,1.7,2.9,21.3,14,129,115,pritcpa01
417,Olivier-Maxence Prosper,PF,21,DAL,40,1,336,5.7,14.8,0.385,1.9,6.4,0.289,3.9,8.4,0.458,4,5.9,0.683,3.6,7.7,11.3,3.1,1,0.6,1.1,2.9,17.3,-3,113,116,prospol01
418,Trevelin Queen,SG,26,ORL,14,0,165,4.2,11.4,0.368,0.9,5.1,0.176,3.3,6.3,0.524,2.7,3.6,0.75,0.9,5.1,6,5.4,2.1,1.5,2.1,4.5,12,-10,101,111,queentr01
419,Neemias Queta,C,24,BOS,28,0,333,9.9,15.4,0.644,0,0,,9.9,15.4,0.644,3,4.2,0.714,7.9,10.2,18.1,3,1.9,3.1,1.9,7.4,22.8,33,139,106,quetane01
420,Immanuel Quickley,PG-SG,24,TOT,68,38,1985,9.6,22.1,0.434,4.2,10.7,0.395,5.4,11.4,0.471,5.2,6.1,0.853,0.4,6,6.4,8.2,1.2,0.2,2.5,2.9,28.6,0,119,119,quickim01
420,Immanuel Quickley,SG,24,NYK,30,0,720,10.6,23.5,0.454,4.5,11.3,0.395,6.2,12.1,0.509,5.7,6.6,0.872,0.4,5,5.4,5.2,1.1,0.2,2.2,3.1,31.5,6,123,117,quickim01
420,Immanuel Quickley,PG,24,TOR,38,38,1265,9,21.3,0.422,4.1,10.3,0.395,4.9,11,0.448,4.8,5.8,0.841,0.5,6.5,6.9,9.8,1.3,0.3,2.7,2.9,27,-3,117,120,quickim01
421,Lester Quinones,SG,23,GSW,37,0,394,6.9,17.3,0.397,3.9,10.8,0.364,2.9,6.5,0.453,2.5,3.6,0.69,2.6,6.3,8.8,4.4,0.7,0.2,2.1,5.4,20.1,-5,113,118,quinole01
422,Jahmi'us Ramsey,SG,22,TOR,7,1,121,7.2,16.4,0.439,2.4,8.8,0.273,4.8,7.6,0.632,2,2.4,0.833,1.6,7.2,8.8,3.2,2.8,0,2.8,4,18.8,-15,102,117,ramseja01
423,Julius Randle,PF,29,NYK,46,46,1630,12.2,25.9,0.472,2.4,7.5,0.311,9.9,18.3,0.539,7.3,9.3,0.781,3.1,10,13.1,7.1,0.8,0.4,4.9,3.9,34.1,-1,113,114,randlju01
424,Duop Reath,C,27,POR,68,20,1214,9.4,20.3,0.461,3.6,10,0.359,5.8,10.3,0.559,2.8,3.8,0.742,3.8,6.4,10.2,2.7,1.3,1.5,2.1,6.5,25.1,-1,116,117,reathdu01
425,Austin Reaves,SG,25,LAL,82,57,2629,8.3,17,0.486,2.8,7.6,0.367,5.5,9.4,0.583,4.2,4.9,0.853,1,5.3,6.4,8.1,1.2,0.5,3.1,2.8,23.5,1,119,118,reaveau01
426,Cam Reddish,SF,24,LAL,48,26,984,4.4,11.3,0.389,1.8,5.3,0.336,2.6,6,0.435,2,2.6,0.759,1.3,3.5,4.8,2.3,2.3,0.7,1.5,3.1,12.6,-14,102,116,reddica01
427,Paul Reed,C,24,PHI,82,24,1590,8,14.9,0.54,0.6,1.8,0.368,7.4,13.1,0.563,1.9,2.6,0.718,6,9.1,15.1,3.4,2.1,2.6,2.1,6.1,18.6,13,123,110,reedpa01
428,Naz Reid,C,24,MIN,81,14,1964,10.2,21.4,0.477,4.3,10.3,0.414,6,11.1,0.535,2.7,3.7,0.736,1.8,8.8,10.6,2.7,1.6,1.8,2.8,4.3,27.4,4,111,107,reidna01
429,Jared Rhoden,SG,24,DET,17,0,245,6.5,13,0.5,2.4,6.1,0.387,4.1,6.9,0.6,1,1.6,0.625,0.6,5.9,6.5,2.7,0.6,2.6,1.4,5.5,16.3,-4,115,119,rhodeja01
430,Nick Richards,C,26,CHO,67,51,1759,7.3,10.5,0.691,0,0,0,7.3,10.5,0.693,3.7,5,0.737,4.8,10.3,15.1,1.5,0.7,2.1,2,4.9,18.3,16,134,118,richani01
431,Josh Richardson,SG,30,MIA,43,6,1103,7,15.7,0.444,3,8.6,0.347,4,7.1,0.561,2.3,2.4,0.944,0.8,4.7,5.5,4.7,1.1,0.6,1.6,3.4,19.2,0,115,115,richajo01
432,Duncan Robinson,SF,29,MIA,68,36,1905,8,17.7,0.45,4.9,12.4,0.395,3.1,5.3,0.579,2.1,2.4,0.889,0.4,4.1,4.5,5,1.2,0.4,2.5,4.3,22.9,-1,114,115,robindu01
433,Jerome Robinson,SG,26,GSW,22,0,81,6.6,19.7,0.333,1.2,10.2,0.118,5.4,9.6,0.563,4.2,6.6,0.636,0.6,3,3.6,3,0.6,1.8,1.2,3,18.5,-26,92,118,robinje01
434,Mitchell Robinson,C,25,NYK,31,21,768,4.8,8.3,0.575,0,0,,4.8,8.3,0.575,1.8,4.3,0.409,9.3,7.9,17.3,1.2,2.4,2.3,1.6,3.6,11.4,19,128,109,robinmi01
435,Orlando Robinson,C,23,MIA,36,7,304,5.9,11.8,0.5,1.3,2.5,0.533,4.6,9.4,0.491,3.1,4.1,0.76,4.6,9.2,13.8,5.6,1.1,1.3,3,5.7,16.2,9,120,111,robinor01
436,Jeremiah Robinson-Earl,PF,23,NOP,39,1,334,6.6,13.9,0.474,1.9,5.7,0.333,4.7,8.2,0.571,1.8,2.3,0.75,3.4,7.8,11.2,3.1,1.5,0.6,2.3,3.5,16.9,-1,112,113,robinje02
437,David Roddy,PF,22,TOT,65,13,1177,6.9,17,0.403,2,6.8,0.293,4.9,10.2,0.478,2,2.8,0.691,2.2,6.6,8.8,3.3,1.1,0.5,2.4,3,17.6,-19,98,117,roddyda01
437,David Roddy,PF,22,MEM,48,13,1114,6.8,16.9,0.402,2.1,6.8,0.301,4.7,10.1,0.47,2,2.9,0.687,2.2,6.5,8.8,3.3,1.1,0.5,2.4,3,17.7,-19,98,117,roddyda01
437,David Roddy,PF,22,PHO,17,0,63,7.8,17.8,0.435,0.8,6.2,0.125,7,11.6,0.6,0.8,0.8,1,1.6,7,8.5,3.1,1.6,0,2.3,3.1,17.1,-21,95,116,roddyda01
438,Ryan Rollins,PG,21,TOT,13,0,78,8.4,16.3,0.519,1.8,2.4,0.75,6.6,13.8,0.478,7.8,10.2,0.765,1.2,6.6,7.8,8.4,6,1.8,4.8,4.8,26.5,8,116,108,rolliry01
438,Ryan Rollins,PG,21,WAS,10,0,66,9.2,17.7,0.52,1.4,2.1,0.667,7.8,15.6,0.5,9.2,12,0.765,1.4,6.4,7.8,7.8,5.7,2.1,5,5,29,6,115,109,rolliry01
438,Ryan Rollins,PG,21,MIL,3,0,12,4,8,0.5,4,4,1,0,4,0,0,0,,0,8,8,12,8,0,4,4,12,25,127,102,rolliry01
439,Derrick Rose,PG,35,MEM,24,7,399,9.3,20.2,0.461,1.8,5,0.366,7.5,15.2,0.492,2.9,3.3,0.889,0.9,4.7,5.5,9.6,1,0.2,3.8,2.6,23.4,-11,108,119,rosede01
440,Terry Rozier,PG-SG,29,TOT,61,60,2040,10.7,24.3,0.443,3.6,10,0.363,7.1,14.3,0.498,4.2,4.8,0.869,0.9,5.2,6,8.3,1.5,0.5,2.6,2.5,29.3,-4,114,118,roziete01
440,Terry Rozier,SG,29,CHO,30,30,1065,11.7,25.4,0.459,3.8,10.8,0.358,7.8,14.7,0.533,5.1,6,0.845,0.8,4.6,5.4,9.2,1.5,0.6,3,2.4,32.3,-5,116,121,roziete01
440,Terry Rozier,PG,29,MIA,31,30,975,9.7,23,0.423,3.4,9.1,0.371,6.3,13.9,0.458,3.2,3.5,0.913,0.9,5.7,6.7,7.4,1.6,0.5,2.1,2.5,26,-2,111,113,roziete01
441,Rayan Rupert,SG,19,POR,39,12,633,4.2,12.6,0.335,2.2,6.1,0.359,2,6.5,0.313,1.5,2,0.76,1.9,5.3,7.2,4.8,0.9,0.2,2.4,4.4,12.1,-22,98,120,ruperra01
442,D'Angelo Russell,PG,27,LAL,76,69,2484,9.4,20.7,0.456,4.3,10.4,0.415,5.1,10.2,0.497,3,3.7,0.828,0.5,4,4.5,9.2,1.3,0.7,3,3,26.2,-2,116,118,russeda01
443,Matt Ryan,SF,26,NOP,28,1,390,6.2,14.2,0.434,5.2,11.4,0.451,1,2.8,0.364,1.6,1.8,0.929,0.8,4.3,5,2.3,0.8,0.1,2.4,4,19.1,-5,113,118,ryanma01
444,Domantas Sabonis,C,27,SAC,82,82,2928,10.5,17.7,0.594,0.5,1.4,0.379,10,16.3,0.613,4.8,6.9,0.704,4.9,13.7,18.6,11.2,1.2,0.8,4.5,4.1,26.4,15,127,112,sabondo01
445,Luka Šamani?,PF,24,UTA,43,7,404,7.2,18.9,0.38,1.6,7.6,0.203,5.6,11.2,0.5,5.3,6.7,0.786,2.6,9.6,12.2,2.3,0.6,0.8,3.3,3.8,21.1,-24,97,121,samanlu01
446,Jermaine Samuels,SF,25,HOU,14,0,60,7.3,11.3,0.643,0,1.6,0,7.3,9.7,0.75,1.6,1.6,1,2.4,8.1,10.5,2.4,0.8,1.6,0,4,16.2,35,149,114,samueje01
447,Adama Sanogo,PF,21,CHI,9,0,66,10.6,20.4,0.519,0,0,,10.6,20.4,0.519,6,9.1,0.667,14.4,12.8,27.2,0,0.8,0,3.8,3.8,27.2,2,118,116,sanogad01
448,Gui Santos,PF,21,GSW,23,0,192,7.1,13.9,0.509,2.5,6.8,0.37,4.5,7.1,0.643,4,4.3,0.941,4.3,8.1,12.3,3.5,1,0.5,1.8,5.8,20.7,19,135,116,santogu01
449,Dario Šari?,C,29,GSW,64,9,1098,8,17.1,0.466,3.3,8.7,0.376,4.7,8.4,0.56,3.5,4.1,0.849,3.2,9.3,12.5,6.3,1.4,0.4,3.4,4.9,22.7,4,119,115,saricda01
450,Olivier Sarr,C,24,OKC,15,0,98,5.4,9.3,0.579,1,2.9,0.333,4.4,6.4,0.692,4.9,7.4,0.667,4.9,12.8,17.7,1,0,3.4,1.5,8.8,16.7,26,135,109,sarrol01
451,Marcus Sasser,PG,23,DET,71,11,1351,7.8,18.2,0.428,3.2,8.5,0.375,4.6,9.7,0.474,2.1,2.4,0.879,0.4,4.1,4.5,8.4,1.6,0.4,3.2,3.7,20.9,-12,108,120,sassema01
452,Admiral Schofield,PF,26,ORL,23,0,84,5.9,15.3,0.385,3.5,9.4,0.375,2.4,5.9,0.4,0,1.2,0,1.8,8.3,10,4.1,0.6,0,2.9,5.3,15.3,-19,95,114,schofad01
453,Dennis Schröder,PG,30,TOT,80,58,2486,7.9,18.2,0.435,2.7,7.2,0.375,5.2,11,0.474,3.5,4.2,0.836,0.8,4,4.7,9.6,1.2,0.3,3,3.2,22,-7,114,121,schrode01
453,Dennis Schröder,PG,30,TOR,51,33,1559,7.7,17.3,0.442,2.4,6.8,0.35,5.3,10.5,0.501,3.9,4.6,0.852,0.7,3.7,4.3,9.7,1.4,0.2,2.6,3.3,21.6,-5,117,122,schrode01
453,Dennis Schröder,PG,30,BRK,29,25,927,8.3,19.7,0.424,3.3,7.9,0.412,5.1,11.8,0.432,2.7,3.4,0.797,0.9,4.5,5.4,9.3,0.9,0.5,3.7,3.2,22.7,-11,109,120,schrode01
454,Dereon Seabron,SG,23,NOP,6,0,55,3.6,11.6,0.308,0.9,1.8,0.5,2.7,9.8,0.273,4.5,5.3,0.833,0.9,5.3,6.2,4.5,1.8,0.9,0,3.6,12.5,1,115,114,seabrde01
455,Alperen Sengun,C,21,HOU,63,63,2046,12.5,23.3,0.537,0.8,2.6,0.297,11.7,20.6,0.567,5.8,8.3,0.693,4.3,9.6,14,7.4,1.8,1.1,3.8,5,31.6,7,118,111,sengual01
456,Brice Sensabaugh,SF,20,UTA,32,11,584,7,18,0.39,2.8,9.5,0.296,4.2,8.5,0.495,3.1,3.4,0.902,1.3,7.1,8.4,4.5,1.1,0.5,3.9,3.6,19.9,-23,99,122,sensabr01
457,Collin Sexton,SG,25,UTA,78,51,2075,11.8,24.1,0.487,3,7.6,0.394,8.8,16.6,0.53,7.4,8.6,0.859,1.7,3.1,4.8,8.9,1.4,0.4,3.8,3.6,33.9,-1,122,123,sextoco01
