Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,NetRtg,ORtg,DRtg,Player-additional
82,Jimmy Butler,PF,34,MIA,60,60,2042,9.7,19.4,0.499,1.5,3.5,0.414,8.2,15.8,0.519,9.6,11.2,0.858,2.6,5.2,7.8,7.3,1.9,0.4,2.5,1.7,30.4,16,129,113,butleji01
83,Jamal Cain,PF,24,MIA,26,1,259,6.5,15.2,0.43,2.1,6,0.355,4.4,9.2,0.479,3.5,4.4,0.783,2.9,4.2,7.1,1.9,1.9,1,1.5,4.2,18.7,-1,112,113,cainja01
84,Kentavious Caldwell-Pope,SG,30,DEN,76,76,2402,5.6,12.1,0.46,2.6,6.4,0.406,3,5.8,0.52,2.1,2.3,0.894,0.6,3.1,3.8,3.8,2,0.9,1.5,3.1,15.8,4,119,115,caldwke01
85,Toumani Camara,PF,23,POR,70,49,1739,5.6,12.4,0.45,1.6,4.9,0.337,3.9,7.6,0.523,2.1,2.8,0.758,3.9,5.8,9.7,2.5,1.9,0.9,2.4,4.9,15,-7,110,117,camarto01
86,Clint Capela,C,29,ATL,73,73,1883,9,15.7,0.571,0,0,0,9,15.7,0.572,3.3,5.2,0.631,8.5,11.2,19.8,2.3,1.1,2.7,1.9,4.2,21.3,13,128,115,capelca01
87,Jevon Carter,PG,28,CHI,72,0,1004,6.9,18.1,0.378,3.8,11.6,0.329,3,6.5,0.466,0.2,0.3,0.571,0.5,2.4,3,4.7,1.8,0.8,1.8,3.5,17.7,-18,101,119,carteje01
88,Wendell Carter Jr.,C,24,ORL,55,48,1406,7.9,15,0.525,2.3,6,0.374,5.6,8.9,0.626,3.3,4.7,0.694,3.9,9.5,13.4,3.3,1.2,1,2.4,4.3,21.2,11,122,111,cartewe01
89,D.J. Carton,SG,23,TOR,4,0,36,4,10.7,0.375,1.3,5.4,0.25,2.7,5.4,0.5,5.4,6.7,0.8,2.7,2.7,5.4,4,1.3,0,1.3,4,14.8,-3,120,123,cartodj01
90,Alex Caruso,SG,29,CHI,71,57,2040,6.2,13.2,0.468,3.3,8.1,0.408,2.9,5.1,0.563,1.8,2.3,0.76,1.5,5.2,6.7,6,2.9,1.7,2.5,4.4,17.5,6,119,113,carusal01
91,Colin Castleton,C,23,LAL,16,0,59,7.3,12.9,0.563,0,0,,7.3,12.9,0.563,4.8,4.8,1,4.8,4.8,9.7,2.4,1.6,0,2.4,8.9,19.3,8,126,118,castlco01
92,Malcolm Cazalon,SG,22,DET,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-127,,127,cazalma01
93,Julian Champagnie,SF,22,SAS,74,59,1468,5.3,13,0.408,3.3,9,0.365,2,4,0.504,2.4,3,0.815,1.4,5.3,6.7,3.3,1.6,1.4,1.8,2.5,16.3,-6,111,117,champju02
94,Justin Champagnie,SF,22,WAS,15,1,235,6.4,15.5,0.41,2.6,9,0.289,3.8,6.6,0.576,2.4,3,0.8,3.8,6.8,10.5,3.8,2,1.8,2,2.8,17.7,-7,110,117,champju01
95,Max Christie,SG,20,LAL,67,7,944,5.2,12.1,0.427,2.1,5.9,0.356,3.1,6.2,0.496,1.8,2.3,0.783,0.8,6.4,7.2,3,1,0.9,1.8,2.9,14.3,-12,105,117,chrisma02
96,Sidy Cissoko,SF,19,SAS,12,0,141,5.4,11.1,0.485,0.3,4,0.083,5.1,7.1,0.714,4,5.1,0.8,2.7,4.7,7.4,3.4,2.4,1,1,6.1,15.2,8,124,116,cissosi01
97,Brandon Clarke,PF,27,MEM,6,1,134,12,21.5,0.559,0.4,2.2,0.167,11.7,19.3,0.604,0.4,2.6,0.143,4.7,6.9,11.7,3.3,1.8,2.2,1.1,2.9,24.8,1,114,113,clarkbr01
98,Jordan Clarkson,SG,31,UTA,55,19,1682,9.7,23.4,0.413,2.6,8.9,0.294,7.1,14.5,0.485,5.1,5.8,0.881,1.4,4,5.4,7.9,1,0.2,4.2,2.3,27,-17,107,124,clarkjo01
99,Nic Claxton,C,24,BRK,71,71,2116,8.6,13.6,0.629,0,0.1,0.2,8.5,13.5,0.633,2.5,4.6,0.551,4.5,12,16.5,3.4,1.1,3.4,2.2,4.1,19.7,13,124,111,claxtni01
100,Noah Clowney,PF,19,BRK,23,4,370,6.7,12.4,0.538,1.6,4.4,0.364,5.1,8,0.633,2.8,4,0.7,3.5,7.4,10.8,2.4,1.1,2.1,2,3.3,17.8,7,122,115,clownno01
101,Amir Coffey,SF,26,LAC,70,13,1460,5.6,11.9,0.472,2.4,6.2,0.38,3.2,5.7,0.571,2.1,2.4,0.859,1,4,5,2.6,1.4,0.5,1.1,3.4,15.7,4,122,118,coffeam01
102,John Collins,PF,26,UTA,68,66,1901,10.1,18.9,0.532,2.2,5.9,0.371,7.9,13,0.605,3.7,4.7,0.795,4,10.6,14.6,2,1,1.5,2.5,4.8,26.1,3,121,118,collijo01
103,Zach Collins,C,26,SAS,69,29,1526,9.3,19.2,0.484,1.8,5.6,0.32,7.5,13.5,0.552,3.8,5,0.753,3.7,7.8,11.5,6,1.1,1.6,4.1,6.4,24.1,-8,108,116,colliza01
104,Mike Conley,PG,36,MIN,76,76,2193,6.6,14.5,0.457,4,9.1,0.442,2.6,5.4,0.481,2.3,2.5,0.911,0.8,4.1,4.9,10.1,2,0.4,2.3,2.9,19.6,18,129,111,conlemi01
105,Pat Connaughton,SF,31,MIL,76,3,1676,4.3,9.9,0.435,2.4,6.8,0.345,2,3.1,0.633,1.3,1.7,0.759,1.5,5.4,6.9,4.6,1.1,0.5,1.4,2.8,12.3,2,120,118,connapa01
106,Bilal Coulibaly,SF,19,WAS,63,15,1715,5.1,11.8,0.435,1.7,5,0.346,3.4,6.7,0.502,2.5,3.6,0.702,1.5,5.5,7,3,1.6,1.3,2.4,3.7,14.5,-17,103,120,coulibi01
107,Ricky Council IV,SG,22,PHI,32,0,289,9.2,19.1,0.482,2,5.4,0.375,7.2,13.6,0.525,9,12.1,0.746,2.4,5.4,7.8,2.7,1.4,0.2,0.9,2.9,29.5,12,129,117,councri01
108,Robert Covington,SF-PF,33,TOT,29,6,488,4.3,9.9,0.439,1.9,5.6,0.339,2.4,4.2,0.571,2.2,2.6,0.846,3.1,6.7,9.8,2.4,3.9,1.8,1.1,5.6,12.8,17,125,108,covinro01
108,Robert Covington,PF,33,LAC,3,3,69,2.1,6.4,0.333,1.4,5.7,0.25,0.7,0.7,1,0.7,1.4,0.5,1.4,4.3,5.7,5,4.3,1.4,0,5,6.4,21,131,110,covinro01
108,Robert Covington,SF,33,PHI,26,3,419,4.7,10.5,0.449,2,5.6,0.354,2.7,4.8,0.561,2.5,2.8,0.875,3.4,7,10.5,2,3.9,1.9,1.3,5.8,13.9,17,125,108,covinro01
109,Torrey Craig,SF,33,CHI,53,14,1049,5.1,11.9,0.43,2.9,7.3,0.392,2.3,4.7,0.49,1.3,1.7,0.75,3.3,7,10.3,2.8,1.4,1,1.5,5.2,14.4,2,119,117,craigto01
110,Jae Crowder,PF,33,MIL,50,25,1156,4.7,11.2,0.422,2.4,6.9,0.349,2.3,4.3,0.538,1.1,1.5,0.722,1.3,5.4,6.7,2.7,1.6,0.4,1,3.1,13,-3,114,117,crowdja01
111,Jalen Crutcher,PG,24,NOP,1,0,3,0,16.3,0,0,0,,0,16.3,0,0,0,,0,0,0,0,0,0,0,0,0,-122,0,122,crutcja01
112,Cade Cunningham,PG,22,DET,62,62,2074,12.2,27.1,0.449,2.8,7.8,0.355,9.4,19.3,0.487,5.5,6.4,0.869,0.8,5.5,6.2,10.8,1.3,0.5,4.9,3.5,32.6,-12,108,120,cunnica01
113,Seth Curry,SG,33,TOT,44,4,616,6.3,16,0.392,3,8.5,0.352,3.3,7.5,0.438,2.2,2.4,0.903,1.4,3.9,5.3,3.5,1.7,0.5,1.6,3.1,17.7,-11,107,118,curryse01
113,Seth Curry,SG,33,DAL,36,3,457,5.7,15.2,0.372,3,8.4,0.363,2.6,6.8,0.385,1.8,2,0.895,1.6,3.9,5.5,3.1,1.8,0.3,1.7,3.4,16.2,-12,105,117,curryse01
113,Seth Curry,SG,33,CHO,8,1,159,8.1,18.3,0.441,2.8,8.7,0.321,5.3,9.6,0.548,3.4,3.7,0.917,0.9,4,5,4.3,1.6,0.9,1.6,2.2,22.3,-7,114,121,curryse01
114,Stephen Curry,PG,35,GSW,74,74,2421,13,28.9,0.45,7.1,17.5,0.408,5.9,11.4,0.515,6,6.5,0.923,0.7,5.9,6.6,7.6,1.1,0.6,4.2,2.3,39.1,2,119,117,curryst01
115,Dyson Daniels,PG,20,NOP,61,16,1358,5,11.2,0.447,1.5,4.9,0.311,3.5,6.4,0.551,1.2,1.9,0.642,2.2,6.3,8.5,5.9,3.1,0.9,2.1,3.6,12.8,3,113,110,daniedy01
116,Anthony Davis,C,30,LAL,76,76,2700,12.6,22.6,0.556,0.5,1.9,0.271,12,20.7,0.582,7.4,9.1,0.816,4.2,12.7,16.9,4.7,1.6,3.1,2.8,3.1,33,15,124,109,davisan02
117,Johnny Davis,SG,21,WAS,50,6,613,4.7,11.7,0.403,1.1,3.1,0.35,3.7,8.7,0.421,1.1,1.8,0.583,1.4,4.1,5.5,2.4,1.4,0.8,1,4.3,11.6,-23,98,121,davisjo06
118,JD Davison,SG,21,BOS,8,0,39,6.3,15.2,0.417,3.8,8.9,0.429,2.5,6.3,0.4,3.8,5.1,0.75,2.5,10.1,12.7,12.7,1.3,1.3,2.5,5.1,20.3,24,134,110,davisjd01
119,Dexter Dennis,SG,24,DAL,4,0,30,16,30.4,0.526,1.6,12.8,0.125,14.4,17.6,0.818,1.6,4.8,0.333,1.6,12.8,14.4,6.4,0,1.6,4.8,1.6,35.2,-14,100,114,dennide01
120,DeMar DeRozan,SF,34,CHI,79,79,2989,10.8,22.6,0.48,1.3,3.8,0.333,9.6,18.8,0.509,8.7,10.2,0.853,0.7,5,5.7,7,1.5,0.8,2.3,2.7,31.6,4,122,118,derozde01
121,Moussa Diabaté,C,22,LAC,11,0,64,7.7,14.7,0.526,0,0,,7.7,14.7,0.526,6.9,10.8,0.643,11.6,6.9,18.5,3.1,3.9,0.8,1.5,3.1,22.4,25,136,111,diabamo01
122,Mamadi Diakite,PF,27,TOT,6,0,24,8.1,12.1,0.667,0,2,0,8.1,10.1,0.8,8.1,12.1,0.667,2,6.1,8.1,4,2,2,2,4,24.2,19,133,114,diakima01
122,Mamadi Diakite,PF,27,SAS,3,0,16,11.9,14.8,0.8,0,0,,11.9,14.8,0.8,11.9,17.8,0.667,3,5.9,8.9,5.9,0,3,0,3,35.6,50,168,118,diakima01
122,Mamadi Diakite,PF,27,NYK,3,0,8,0,6.3,0,0,6.3,0,0,0,,0,0,,0,6.3,6.3,0,6.3,0,6.3,6.3,0,-104,0,104,diakima01
123,Hamidou Diallo,SG,25,WAS,2,0,5,9.4,18.7,0.5,0,0,,9.4,18.7,0.5,0,0,,18.7,0,18.7,9.4,18.7,0,9.4,9.4,18.7,20,106,86,diallha01
124,Gradey Dick,SG,20,TOR,60,17,1268,7.2,16.9,0.425,3.4,9.2,0.365,3.8,7.8,0.495,1.7,1.9,0.863,1,4,5,2.6,1.3,0.1,1.9,3.3,19.4,-17,105,122,dickgr01
125,Ousmane Dieng,PF,20,OKC,33,0,365,6.5,15.3,0.422,2.8,9.2,0.3,3.7,6.1,0.609,1.8,2.1,0.875,1.3,5.4,6.7,4.9,1.1,0.7,2.5,2.9,17.5,-8,107,115,diengou01
126,Spencer Dinwiddie,PG,30,TOT,76,52,2152,5.7,14.5,0.392,2.8,8.4,0.337,2.9,6.2,0.467,3.8,4.8,0.805,0.7,4,4.7,8.1,1.2,0.5,2.1,3.1,18.1,-2,117,119,dinwisp01
126,Spencer Dinwiddie,PG,30,BRK,48,48,1474,6.6,16.8,0.391,3,9.3,0.32,3.6,7.4,0.48,4.2,5.4,0.781,0.9,4.4,5.3,9.7,1.3,0.3,2.1,2.9,20.3,-1,118,119,dinwisp01
126,Spencer Dinwiddie,PG,30,LAL,28,4,678,3.9,9.9,0.397,2.5,6.3,0.389,1.5,3.6,0.412,3.1,3.5,0.88,0.3,3,3.3,4.8,0.9,0.9,2,3.6,13.4,-6,113,119,dinwisp01
127,Donte DiVincenzo,SG,27,NYK,81,63,2360,9.5,21.5,0.443,6,15.1,0.401,3.5,6.4,0.542,1.8,2.4,0.754,1.3,5,6.3,4.6,2.3,0.8,2.4,3.5,26.9,7,120,113,divindo01
128,Luka Don?i?,PG,24,DAL,70,70,2624,14.7,30.2,0.487,5.2,13.6,0.382,9.5,16.6,0.573,8.7,11.1,0.786,1.1,10.8,11.8,12.5,1.8,0.7,5.2,2.7,43.3,9,122,113,doncilu01
129,Luguentz Dort,SF,24,OKC,79,79,2246,6.2,14.1,0.438,3.3,8.5,0.394,2.8,5.6,0.506,2.7,3.3,0.826,1.6,4.5,6.1,2.4,1.5,1,1.6,4.9,18.4,3,117,114,dortlu01
130,Ayo Dosunmu,SG,24,CHI,76,37,2212,8.1,16.2,0.501,2.7,6.6,0.403,5.4,9.6,0.568,1.9,2.4,0.81,1.2,3.7,4.9,5.5,1.5,0.8,2.3,3.7,20.8,-1,118,119,dosunay01
131,Jeff Dowtin,PG,26,PHI,12,0,142,6.9,12.5,0.556,3.1,6.6,0.474,3.8,5.9,0.647,1,1.4,0.75,1,5.9,6.9,9.4,2.4,0.3,1.7,0.3,18,27,141,114,dowtije01
132,Henri Drell,SF,23,CHI,4,0,30,6.6,16.6,0.4,3.3,10,0.333,3.3,6.6,0.5,1.7,3.3,0.5,1.7,5,6.6,6.6,3.3,1.7,3.3,10,18.3,-10,102,112,drellhe01
133,Andre Drummond,C,30,CHI,79,10,1351,9.9,17.7,0.556,0,0.1,0,9.9,17.6,0.56,4.8,8,0.592,9.8,16.3,26.1,1.4,2.7,1.8,3,5.2,24.5,12,119,107,drumman01
134,Chris Duarte,SF,26,SAC,59,11,719,5.4,14.2,0.381,3,8.6,0.346,2.4,5.6,0.434,1.8,2.2,0.788,1.8,5.4,7.2,3,1.9,0.5,1.8,5.4,15.5,-10,106,116,duartch01
135,David Duke Jr.,SG,24,SAS,4,0,51,9.3,16.8,0.556,2.8,5.6,0.5,6.5,11.2,0.583,2.8,2.8,1,1.9,7.4,9.3,4.7,1.9,0,2.8,3.7,24.2,5,122,117,dukeda01
136,Kris Dunn,PG,29,UTA,66,32,1249,5.7,12.1,0.47,1.6,4.3,0.369,4.1,7.8,0.525,0.8,1.2,0.688,1.9,5.4,7.3,9.8,2.6,1.1,3.1,5.2,13.8,-2,116,118,dunnkr01
137,Kevin Durant,PF,35,PHO,75,75,2791,13.1,25.1,0.523,2.9,7.1,0.413,10.2,18,0.567,6.3,7.4,0.856,0.7,7.9,8.7,6.6,1.2,1.6,4.3,2.3,35.5,4,118,114,duranke01
138,Jalen Duren,C,20,DET,61,60,1777,9.4,15.3,0.619,0,0.1,0,9.4,15.2,0.623,3.9,4.9,0.79,5.2,14,19.2,4,0.9,1.3,3.5,5.2,22.8,7,122,115,durenja01
139,Tari Eason,PF,22,HOU,22,0,480,8.9,19.1,0.466,1.8,5.1,0.36,7.1,14,0.504,2.1,3.3,0.636,4.6,10.8,15.5,2.7,3.1,1.9,2,5.2,21.7,5,111,106,easonta01
140,Anthony Edwards,SG,22,MIN,79,78,2770,12.8,27.8,0.461,3.4,9.5,0.357,9.4,18.3,0.515,7.5,9,0.836,0.9,6.7,7.7,7.2,1.8,0.7,4.3,2.5,36.6,2,112,110,edwaran01
141,Kessler Edwards,SF,23,SAC,54,0,275,6,14.5,0.415,3.5,9.2,0.385,2.5,5.3,0.467,0.9,1.6,0.556,1.6,5.8,7.4,2.6,1.8,0.7,0.7,4.6,16.4,0,115,115,edwarke02
142,Keon Ellis,SG,24,SAC,57,21,978,5.3,11.5,0.461,3.5,8.3,0.417,1.8,3.2,0.578,1.3,1.7,0.743,1.6,4.6,6.2,4.2,2.5,1.4,1.8,5.6,15.4,9,122,113,elliske01
143,Joel Embiid,C,29,PHI,39,39,1309,16.9,32,0.529,2,5.2,0.388,14.9,26.8,0.556,15,17,0.883,3.6,12.6,16.2,8.2,1.7,2.5,5.6,4.2,50.9,15,124,109,embiijo01
144,Drew Eubanks,C,26,PHO,75,6,1169,6.3,10.6,0.601,0.1,0.1,1,6.2,10.4,0.596,3,3.9,0.774,4.3,9.1,13.4,2.6,1.1,2.5,2.5,4.8,15.8,10,123,113,eubandr01
145,Tosan Evbuomwan,SF,22,TOT,17,8,367,4.7,9.3,0.507,1.6,4.2,0.375,3.2,5.1,0.615,2.2,3.3,0.68,2.4,5.5,7.9,2.1,0.8,0.7,1.2,3,13.3,3,123,120,evbuoto01
145,Tosan Evbuomwan,SF,22,MEM,4,0,74,2.6,9.9,0.267,1.3,5.3,0.25,1.3,4.6,0.286,0,0,,5.3,4,9.2,4,0,0.7,0.7,3.3,6.6,-17,104,121,evbuoto01
145,Tosan Evbuomwan,SF,22,DET,13,8,293,5.3,9.2,0.571,1.6,3.9,0.417,3.6,5.3,0.688,2.8,4.1,0.68,1.6,5.9,7.6,1.6,1,0.7,1.3,3,14.9,8,128,120,evbuoto01
146,Dante Exum,PG,28,DAL,55,17,1088,7.1,13.3,0.533,2.3,4.8,0.491,4.8,8.6,0.557,2.3,3,0.779,1.1,5.5,6.6,6.9,1,0.2,2.2,3.7,18.9,10,128,118,exumda01
147,Bruno Fernando,C,25,ATL,45,2,682,7.7,13.2,0.583,0,0.3,0,7.7,12.9,0.596,4.5,6.8,0.667,4.1,9.4,13.6,3.2,1.8,2,3.1,7.5,19.8,2,118,116,fernabr01
148,Dorian Finney-Smith,PF,30,BRK,68,56,1934,5.5,13.1,0.421,3,8.6,0.348,2.5,4.5,0.56,0.8,1.2,0.717,2.8,5.3,8.1,2.7,1.4,1,1.5,3.8,14.9,-4,113,117,finnedo01
149,Adam Flagler,SG,24,OKC,2,0,14,3.4,24,0.143,3.4,20.6,0.167,0,3.4,0,0,0,,0,0,0,13.7,0,0,0,0,10.3,-44,78,122,flaglad01
150,Malachi Flynn,PG,25,TOT,69,0,876,7.5,17.9,0.418,3.1,9.3,0.331,4.4,8.6,0.513,2.9,3.9,0.732,1.2,5.1,6.3,7.2,2.1,0.4,3.5,3.6,21,-14,105,119,flynnma01
150,Malachi Flynn,PG,25,TOR,31,0,474,5.7,14,0.409,2.9,8.2,0.35,2.9,5.8,0.491,1.7,2.2,0.773,1.3,5.3,6.6,7.4,1.8,0.6,3.4,4.3,16,-14,105,119,flynnma01
150,Malachi Flynn,PG,25,NYK,14,0,60,7.6,19.3,0.391,3.4,10.9,0.308,4.2,8.4,0.5,7.6,9.2,0.818,0,5,5,5,0.8,0,2.5,2.5,26.1,-1,116,117,flynnma01
150,Malachi Flynn,PG,25,DET,24,0,342,10,23.2,0.43,3.4,10.7,0.316,6.6,12.5,0.528,3.7,5.3,0.684,1.1,4.9,6,7.2,2.7,0.3,3.8,3,27,-14,104,118,flynnma01
151,Simone Fontecchio,SF,28,TOT,66,43,1644,7.4,16.1,0.46,3.9,9.8,0.401,3.5,6.3,0.551,1.6,1.9,0.818,1.9,5.3,7.2,3,1.3,0.7,2,3.2,20.3,-4,117,121,fontesi01
151,Simone Fontecchio,SF,28,UTA,50,34,1160,6.7,14.9,0.45,3.8,9.7,0.391,2.9,5.2,0.56,1.3,1.7,0.8,2.2,5.2,7.3,3,1.2,0.7,2.1,3.4,18.5,-6,116,122,fontesi01
151,Simone Fontecchio,SF,28,DET,16,9,484,9,18.9,0.479,4.3,10,0.426,4.8,8.8,0.539,2.2,2.6,0.846,1.2,5.8,7,2.8,1.4,0.5,1.7,2.9,24.6,-2,118,120,fontesi01
152,Jordan Ford,PG,25,SAC,6,0,22,8.8,15.5,0.571,4.4,6.6,0.667,4.4,8.8,0.5,4.4,4.4,1,0,4.4,4.4,4.4,0,0,2.2,0,26.5,17,138,121,fordjo01
153,Trent Forrest,SG,25,ATL,38,0,414,3.9,10.4,0.378,0.2,1.2,0.2,3.7,9.3,0.4,1.5,2,0.765,1.3,4.6,5.9,10.7,1.3,0.3,2.3,2.9,9.6,-13,109,122,forretr01
154,Evan Fournier,SG,31,TOT,32,0,580,6.6,18.4,0.357,2.7,10.8,0.254,3.8,7.6,0.505,2.4,3,0.806,0.4,4.4,4.8,4,2.4,0.6,1.7,4,18.3,-20,98,118,fournev01
154,Evan Fournier,SG,31,NYK,3,0,39,5.2,25.9,0.2,2.6,19.4,0.133,2.6,6.5,0.4,2.6,2.6,1,0,5.2,5.2,3.9,5.2,0,1.3,5.2,15.5,-35,72,107,fournev01
154,Evan Fournier,SG,31,DET,29,0,541,6.7,17.9,0.373,2.8,10.2,0.27,3.9,7.6,0.512,2.4,3,0.794,0.4,4.4,4.8,4,2.2,0.6,1.8,3.9,18.5,-18,100,118,fournev01
155,De'Aaron Fox,PG,26,SAC,74,74,2659,13.2,28.3,0.465,3.9,10.6,0.369,9.2,17.7,0.522,5.7,7.7,0.738,1.2,5,6.2,7.6,2.7,0.6,3.5,3.5,35.9,-1,113,114,foxde01
156,Javon Freeman-Liberty,PG,24,TOR,22,6,403,6.6,14.9,0.444,1.2,5,0.238,5.4,9.8,0.549,4,4.3,0.917,1.9,6.5,8.4,4.8,1.2,0.5,3,3.4,18.3,-13,107,120,freemja01
157,Alex Fudge,SF,20,TOT,6,0,40,7.2,17.9,0.4,1.2,6,0.2,6,12,0.5,2.4,2.4,1,4.8,1.2,6,0,3.6,0,2.4,2.4,17.9,-20,95,115,fudgeal01
157,Alex Fudge,SF,20,LAL,4,0,14,3.4,20.4,0.167,0,6.8,0,3.4,13.6,0.25,6.8,6.8,1,6.8,0,6.8,0,0,0,3.4,3.4,13.6,-51,73,124,fudgeal01
157,Alex Fudge,SF,20,DAL,2,0,26,9.2,16.6,0.556,1.8,5.5,0.333,7.4,11.1,0.667,0,0,,3.7,1.8,5.5,0,5.5,0,1.8,1.8,20.3,4,114,110,fudgeal01
158,Markelle Fultz,PG,25,ORL,43,18,910,8.4,17.7,0.472,0.2,1,0.222,8.2,16.8,0.487,1.3,1.8,0.697,3,4.5,7.5,6.5,2.3,0.8,2.7,3.5,18.2,-6,106,112,fultzma01
159,Andrew Funk,SG,24,CHI,5,0,13,0,15.3,0,0,11.5,0,0,3.8,0,0,0,,0,0,0,0,3.8,3.8,0,0,0,-112,0,112,funkan01
160,Wenyen Gabriel,PF,26,MEM,5,0,81,4.8,13.3,0.364,0.6,3.6,0.167,4.2,9.7,0.438,0,3,0,4.2,10.9,15.1,1.8,1.2,1.2,4.8,6,10.3,-45,68,113,gabriwe01
161,Daniel Gafford,C-PF,25,TOT,74,66,1815,9,12.5,0.725,0,0,,9,12.5,0.725,3.1,4.5,0.674,5.1,9.5,14.6,3,1.7,4,1.9,5.9,21.2,28,140,112,gaffoda01
161,Daniel Gafford,C,25,WAS,45,45,1192,8,11.5,0.69,0,0,,8,11.5,0.69,3.3,4.7,0.706,5.1,9,14.2,2.7,1.7,3.8,1.8,5.8,19.2,23,137,114,gaffoda01
161,Daniel Gafford,PF,25,DAL,29,21,623,11.2,14.3,0.78,0,0,,11.2,14.3,0.78,2.6,4.3,0.607,4.9,10.6,15.5,3.5,1.6,4.3,2.2,6.2,25,36,145,109,gaffoda01
162,Danilo Gallinari,PF-SF,35,TOT,49,0,630,6.2,14.3,0.437,2.3,7,0.323,4,7.3,0.546,6.3,7.4,0.857,1.5,6.6,8.1,4.1,1.1,0.5,1.7,3.8,21,2,122,120,gallida01
162,Danilo Gallinari,PF,35,WAS,26,0,385,6.9,15.9,0.435,2.4,7.8,0.313,4.5,8.1,0.552,5.7,6.8,0.839,1.5,7.8,9.2,3.8,0.7,0.4,1.5,3.2,22,-2,119,121,gallida01
162,Danilo Gallinari,SF,35,DET,6,0,90,6.4,11.8,0.545,3.7,6.4,0.583,2.7,5.3,0.5,11.2,12.8,0.875,1.1,6.4,7.5,6.4,1.1,1.1,0.5,4.8,27.8,51,170,119,gallida01
162,Danilo Gallinari,SF,35,MIL,17,0,155,4.3,11.5,0.378,0.9,5.3,0.176,3.4,6.2,0.55,5,5.6,0.889,1.9,3.7,5.6,3.7,1.9,0.3,3.1,4.7,14.6,-14,103,117,gallida01
163,Darius Garland,PG,24,CLE,57,57,1901,9.7,21.9,0.446,3.4,9.3,0.371,6.3,12.6,0.501,3.8,4.5,0.834,0.8,3.2,4,9.7,1.9,0.2,4.6,2.5,26.7,-7,108,115,garlada01
164,Usman Garuba,PF,21,GSW,6,0,18,2.7,16.1,0.167,0,2.7,0,2.7,13.4,0.2,2.7,5.4,0.5,8.1,10.8,18.8,2.7,2.7,8.1,5.4,5.4,8.1,-36,65,101,garubus01
165,Luka Garza,C,25,MIN,25,0,122,14.6,30.4,0.48,3.6,13,0.281,10.9,17.4,0.628,7.3,10.1,0.72,7.7,4.9,12.6,1.6,1.6,0.4,2.4,9.7,40.1,6,117,111,garzalu01
166,Kaiser Gates,SF,27,NOP,1,0,7,0,28,0,0,14,0,0,14,0,0,0,,0,7,7,0,0,0,0,0,0,-118,0,118,gateska01
167,Keyonte George,PG,20,UTA,75,44,2023,7.6,19.4,0.391,3.5,10.5,0.334,4.1,8.9,0.459,4.5,5.3,0.848,0.4,4.7,5,7.9,0.9,0.2,4.5,2.2,23.2,-20,104,124,georgke01
168,Paul George,PF,33,LAC,74,74,2502,11.5,24.4,0.471,4.8,11.6,0.413,6.7,12.8,0.523,5.2,5.7,0.907,0.7,6.9,7.7,5.2,2.2,0.7,3,4,33,5,119,114,georgpa01
169,Taj Gibson,PF,38,TOT,20,1,204,3.7,9.1,0.405,0.5,2.4,0.2,3.2,6.6,0.481,0.5,0.5,1,2.9,6.1,9.1,2.7,0.7,1.7,1.2,7.6,8.3,-11,105,116,gibsota01
169,Taj Gibson,PF,38,NYK,16,1,165,2.1,7,0.304,0,1.8,0,2.1,5.2,0.412,0.6,0.6,1,3.1,5.5,8.6,2.8,0.6,1.8,1.5,8.6,4.9,-23,92,115,gibsota01
169,Taj Gibson,PF,38,DET,4,0,39,9.9,17.3,0.571,2.5,4.9,0.5,7.4,12.3,0.6,0,0,,2.5,8.6,11.1,2.5,1.2,1.2,0,3.7,22.2,18,136,118,gibsota01
170,Josh Giddey,SG,21,OKC,80,80,2011,9.6,20.3,0.475,2,5.8,0.337,7.7,14.4,0.53,2.4,3,0.806,2.7,9.6,12.3,9.2,1.2,1.1,4,2.7,23.6,-1,111,112,giddejo01
171,Harry Giles,C,25,TOT,23,0,100,11.3,24.6,0.46,1.5,6.9,0.214,9.8,17.7,0.556,3.4,6.4,0.538,5.9,8.8,14.7,2.9,1,1.5,2.9,7.4,27.5,-12,103,115,gilesha01
171,Harry Giles,C,25,BRK,16,0,81,13.5,26.9,0.5,1.8,6.7,0.273,11.6,20.2,0.576,4.3,7.9,0.538,7.3,8.6,15.9,3.7,0.6,1.8,3.7,9.2,33,-7,109,116,gilesha01
171,Harry Giles,C,25,LAL,7,0,19,2.5,15,0.167,0,7.5,0,2.5,7.5,0.333,0,0,,0,10,10,0,2.5,0,0,0,5,-76,37,113,gilesha01
172,Shai Gilgeous-Alexander,PG,25,OKC,75,75,2553,15,28,0.535,1.8,5.1,0.353,13.2,22.9,0.576,10.7,12.2,0.874,1.2,6.6,7.8,8.8,2.8,1.3,3.1,3.5,42.4,19,129,110,gilgesh01
173,Anthony Gill,PF,31,WAS,50,3,466,7.5,16.1,0.469,1,4.1,0.244,6.5,11.9,0.546,2.9,3.6,0.806,3.7,5.7,9.4,3.4,1.3,1.1,2.3,4.8,19,-11,109,120,gillan01
