Player,Season,Team,Minutes,Position,LEBRON,O LEBRON,D LEBRON,LEBRON WAR,LEBRON Contract Value,Box LEBRON,BOXOLEBRON,BOXDLEBRON
Jericho Sims,2021-22,NYK,555,PF,-1.43,-2.76,1.32,0.3,"976,769.00",-1.64,-2.9,1.26
Kevin Pangos,2021-22,CLE,166,PG,-1.43,-0.73,-0.7,0.1,"293,993.00",-1.2,-0.71,-0.5
Ty Jerome,2021-22,OKC,801,SG,-1.44,-0.99,-0.45,0.5,"1,395,545.00",-1.35,-0.47,-0.87
Rajon Rondo,2021-22,LAL/CLE,698,PG,-1.45,-1.48,0.04,0.4,"1,210,543.00",-0.62,-0.67,0.05
Anfernee Simons,2021-22,POR,"1,681",SG,-1.45,0.86,-2.31,1,"2,918,393.00",-2.45,0.48,-2.93
Jalen McDaniels,2021-22,CHO,895,SF,-1.45,-1.46,0.01,0.5,"1,547,249.00",-1.45,-1.34,-0.11
Jalen Johnson,2021-22,ATL,120,PF,-1.45,-1.27,-0.17,0.1,"209,187.00",-1.11,-1.03,-0.08
Paul Watson,2021-22,OKC,156,SF,-1.47,-1.33,-0.14,0.1,"263,387.00",-1.07,-1.36,0.29
Lou Williams,2021-22,ATL,799,PG,-1.48,-0.31,-1.17,0.5,"1,342,650.00",-1.31,-0.31,-0.99
Keita Bates-Diop,2021-22,SAS,957,SF,-1.49,-1.82,0.33,0.5,"1,576,599.00",-2.05,-1.87,-0.18
Raul Neto,2021-22,WAS,"1,372",PG,-1.5,-0.8,-0.7,0.8,"2,256,366.00",-1.36,-0.84,-0.52
James Johnson,2021-22,BRK,"1,191",PF,-1.51,-1.21,-0.29,0.7,"1,929,924.00",-1.36,-1.67,0.31
Maurice Harkless,2021-22,SAC,863,SF,-1.51,-2.32,0.81,0.5,"1,399,783.00",-2.37,-2.9,0.53
Mamadi Diakite,2021-22,OKC,188,PF,-1.51,-2.27,0.77,0.1,"304,799.00",-0.93,-1.81,0.88
Lance Stephenson,2021-22,ATL/IND,814,SG-SF,-1.52,0.03,-1.55,0.5,"1,308,989.00",-0.88,-0.05,-0.82
Sterling Brown,2021-22,DAL,628,SG,-1.52,-1.94,0.41,0.3,"1,004,441.00",-1.54,-1.83,0.28
Gabe Vincent,2021-22,MIA,"1,589",PG,-1.52,-1.64,0.12,0.9,"2,552,055.00",-0.7,-0.65,-0.05
Justin Champagnie,2021-22,TOR,281,SF,-1.52,-0.76,-0.76,0.2,"449,151.00",-1.88,-1.3,-0.58
Damion Lee,2021-22,GSW,"1,256",SG,-1.54,-0.89,-0.65,0.7,"1,970,418.00",-0.88,-0.97,0.08
Kai Jones,2021-22,CHO,63,C,-1.54,-0.96,-0.58,0,"98,084.00",-1.38,-0.9,-0.48
Tim Frazier,2021-22,ORL/CLE,208,PG,-1.55,-1.52,-0.03,0.1,"320,267.00",-1.28,-1.31,0.03
Mychal Mulder,2021-22,ORL/MIA,240,PG,-1.55,-1.27,-0.28,0.1,"369,716.00",-1.45,-1.27,-0.18
Myles Powell,2021-22,PHI,52,PG,-1.55,-0.75,-0.8,0,"80,427.00",-1.37,-0.7,-0.66
Joe Wieskamp,2021-22,SAS,205,SG,-1.55,-0.98,-0.57,0.1,"315,424.00",-2.01,-1.33,-0.68
Emanuel Terry,2021-22,PHO,18,PF,-1.57,-0.67,-0.9,0,"27,505.00",-1.24,-0.48,-0.77
Bryn Forbes,2021-22,SAS/DEN,"1,286",SG,-1.58,-0.33,-1.25,0.7,"1,917,281.00",-2.16,-0.38,-1.78
Willie Cauley-Stein,2021-22,DAL/PHI,183,C,-1.59,-1.78,0.19,0.1,"268,072.00",-1.78,-1.67,-0.11
Lindell Wigginton,2021-22,MIL,199,PG,-1.59,-0.63,-0.96,0.1,"292,385.00",-1.11,-0.79,-0.33
Reggie Perry,2021-22,POR/IND,187,PF,-1.6,-0.98,-0.61,0.1,"272,736.00",-0.81,-0.8,-0.02
De'Andre Hunter,2021-22,ATL,"1,577",SF,-1.6,-1.77,0.17,0.8,"2,278,140.00",-1.24,-0.9,-0.34
Kenyon Martin Jr.,2021-22,HOU,"1,656",SF,-1.61,0.28,-1.88,0.8,"2,383,601.00",-1.98,-0.94,-1.05
Matt Thomas,2021-22,CHI,459,SG,-1.62,-0.62,-1,0.2,"648,300.00",-1.79,-0.96,-0.83
Serge Ibaka,2021-22,LAC/MIL,878,C-PF,-1.63,-1.82,0.19,0.4,"1,219,684.00",-0.7,-1.18,0.48
Kris Dunn,2021-22,POR,336,PG,-1.63,-1.02,-0.61,0.2,"465,455.00",-1.18,-1.37,0.19
Jae'Sean Tate,2021-22,HOU,"2,056",SF,-1.63,-1.25,-0.38,1,"2,871,950.00",-1.39,-0.81,-0.57
Brad Wanamaker,2021-22,IND/WAS,320,PG,-1.67,-1.61,-0.06,0.1,"418,948.00",-1.77,-1.54,-0.23
Kessler Edwards,2021-22,BRK,987,SF,-1.67,-1.6,-0.06,0.4,"1,305,099.00",-2.26,-2.19,-0.06
Nick Richards,2021-22,CHO,367,C,-1.68,-2.42,0.74,0.2,"476,905.00",-1.67,-2.1,0.43
Jake Layman,2021-22,MIN,231,SF,-1.69,-1.34,-0.35,0.1,"294,949.00",-1.9,-1.44,-0.46
Dennis Schroder,2021-22,BOS/HOU,"1,837",SG-PG,-1.71,-1.18,-0.54,0.8,"2,270,954.00",-0.47,0.14,-0.61
Norman Powell,2021-22,POR/LAC,"1,458",SF-SG,-1.71,0.29,-2,0.6,"1,800,936.00",-1.07,0,-1.07
Alperen Sengun,2021-22,HOU,"1,489",C,-1.71,-1.04,-0.67,0.6,"1,860,034.00",-0.62,-0.68,0.06
Killian Tillie,2021-22,MEM,461,C,-1.72,-1.79,0.07,0.2,"566,990.00",-1.89,-2,0.11
Facundo Campazzo,2021-22,DEN,"1,184",PG,-1.72,-1.77,0.05,0.5,"1,438,125.00",0.23,-0.27,0.49
Javonte Smart,2021-22,MIL/MIA,200,PG,-1.72,-1.34,-0.39,0.1,"242,920.00",-1.27,-1.01,-0.26
Josh Green,2021-22,DAL,"1,039",SG,-1.73,-2.06,0.33,0.4,"1,255,465.00",-1.59,-1.89,0.29
Aaron Nesmith,2021-22,BOS,574,SF,-1.77,-1.51,-0.26,0.2,"644,072.00",-2.27,-1.74,-0.52
Wesley Matthews,2021-22,MIL,"1,002",SG,-1.78,-1.29,-0.48,0.4,"1,122,177.00",-2.54,-1.92,-0.62
Furkan Korkmaz,2021-22,PHI,"1,414",SG,-1.78,-0.62,-1.16,0.5,"1,566,198.00",-1.56,-0.53,-1.03
Haywood Highsmith,2021-22,MIA,163,SF,-1.8,-1.2,-0.6,0.1,"174,102.00",-1.33,-1,-0.33
Eric Paschall,2021-22,UTA,737,PF,-1.8,-0.1,-1.71,0.3,"789,004.00",-1.17,0.09,-1.26
Ish Wainright,2021-22,PHO,359,PF,-1.8,-1.43,-0.37,0.1,"382,451.00",-2.45,-1.88,-0.57
Grant Williams,2021-22,BOS,"1,875",PF,-1.81,-1.82,0.01,0.7,"1,978,462.00",-0.71,-1.44,0.73
Ayo Dosunmu,2021-22,CHI,"2,110",SG,-1.81,-1.39,-0.42,0.8,"2,225,836.00",-1.88,-1.55,-0.33
Marcus Morris Sr.,2021-22,LAC,"1,564",PF,-1.82,-0.44,-1.38,0.6,"1,606,477.00",-0.28,0.01,-0.3
Patrick Williams,2021-22,CHI,422,PF,-1.83,-1.62,-0.21,0.1,"429,174.00",-1.64,-1.72,0.08
Cassius Stanley,2021-22,DET,155,SG,-1.83,-1.44,-0.39,0.1,"158,110.00",-1.56,-1.41,-0.15
Svi Mykhailiuk,2021-22,TOR,716,SF,-1.84,-1.31,-0.53,0.2,"718,844.00",-2.11,-1.36,-0.75
Kevin Porter Jr.,2021-22,HOU,"1,907",PG,-1.85,-0.92,-0.93,0.6,"1,868,382.00",-0.89,0.23,-1.13
Josh Giddey,2021-22,OKC,"1,700",SG,-1.85,-2.02,0.17,0.6,"1,653,903.00",-1.33,-1.22,-0.12
Donte DiVincenzo,2021-22,MIL/SAC,"1,005",SG,-1.86,-0.96,-0.9,0.3,"969,434.00",-0.89,-0.42,-0.46
Denzel Valentine,2021-22,CLE/UTA,222,SG,-1.87,-1.46,-0.41,0.1,"210,379.00",-1.61,-1.17,-0.44
Tomas Satoransky,2021-22,NOP/SAS/WAS,906,SG,-1.88,-1.69,-0.19,0.3,"830,987.00",-0.93,-1.02,0.09
Cedi Osman,2021-22,CLE,"1,462",SF,-1.88,-0.36,-1.51,0.5,"1,355,570.00",-0.39,0.26,-0.65
Kyle Guy,2021-22,MIA,186,SG,-1.88,-1.39,-0.49,0.1,"170,400.00",-1.3,-0.82,-0.49
Killian Hayes,2021-22,DET,"1,647",PG,-1.9,-2.51,0.61,0.5,"1,449,781.00",-2.23,-2.52,0.29
Timothe Luwawu-Cabarrot,2021-22,ATL,685,SF,-1.91,-1.74,-0.17,0.2,"593,743.00",-1.71,-1.24,-0.48
Charlie Brown Jr.,2021-22,DAL/PHI,178,SG,-1.91,-1.58,-0.33,0.1,"152,807.00",-1.92,-1.39,-0.53
Kent Bazemore,2021-22,LAL,545,SF,-1.92,-2.88,0.96,0.2,"462,147.00",-1.99,-2.23,0.24
DeAndre' Bembry,2021-22,BRK/MIL,"1,026",SF,-1.92,-1.69,-0.22,0.3,"875,060.00",-1.14,-1.9,0.76
Melvin Frazier Jr.,2021-22,OKC,120,SG,-1.93,-1.07,-0.86,0,"98,403.00",-1.25,-0.93,-0.32
Brandon Boston Jr.,2021-22,LAC,760,SG,-1.93,-1.49,-0.44,0.2,"635,555.00",-1.38,-0.95,-0.43
Gary Harris,2021-22,ORL,"1,730",SG,-1.96,-1.54,-0.42,0.5,"1,342,176.00",-2.75,-1.77,-0.98
Eric Gordon,2021-22,HOU,"1,670",SG,-1.98,-0.33,-1.65,0.4,"1,219,428.00",-2.68,-0.82,-1.87
Tyler Cook,2021-22,CHI,200,PF,-1.98,-1.68,-0.29,0.1,"148,203.00",-1.29,-1.51,0.22
Carmelo Anthony,2021-22,LAL,"1,793",PF,-2,-0.3,-1.7,0.4,"1,255,625.00",-0.76,-0.06,-0.7
Jevon Carter,2021-22,BRK/MIL,905,PG,-2.01,-1.13,-0.88,0.2,"621,062.00",-1.72,-1.28,-0.44
Yves Pons,2021-22,MEM,71,SF,-2.01,-1.05,-0.96,0,"48,295.00",-1.64,-1.02,-0.62
Dylan Windler,2021-22,CLE,459,SF,-2.03,-2.13,0.1,0.1,"292,435.00",-1.45,-1.56,0.11
Theo Maledon,2021-22,OKC,908,PG,-2.03,-1.41,-0.62,0.2,"586,520.00",-1.54,-1.21,-0.33
Ish Smith,2021-22,CHO/WAS,"1,126",PG,-2.05,-1.45,-0.6,0.2,"685,253.00",-1.17,-1.02,-0.16
Lamar Stevens,2021-22,CLE,"1,015",PF,-2.05,-2.22,0.17,0.2,"615,143.00",-1.86,-1.95,0.1
Moses Moody,2021-22,GSW,607,SG,-2.05,-1.3,-0.75,0.1,"368,002.00",-1.52,-0.88,-0.63
Collin Sexton,2021-22,CLE,316,SG,-2.06,-1.24,-0.82,0.1,"185,394.00",-1.65,-0.62,-1.03
Georges Niang,2021-22,PHI,"1,736",PF,-2.07,-0.97,-1.1,0.3,"987,778.00",-1.99,-0.93,-1.06
Zeke Nnaji,2021-22,DEN,698,PF,-2.08,-1.58,-0.5,0.1,"378,488.00",-1.36,-1.02,-0.34
Darius Bazley,2021-22,OKC,"1,924",PF,-2.09,-2.11,0.03,0.4,"1,030,838.00",-1.29,-2.01,0.72
Jeremiah Robinson-Earl,2021-22,OKC,"1,087",C,-2.1,-1.97,-0.13,0.2,"554,078.00",-1.43,-1.58,0.15
Sandro Mamukelashvili,2021-22,MIL,407,PF,-2.11,-1.04,-1.08,0.1,"197,235.00",-1.22,-0.69,-0.54
Isaiah Livers,2021-22,DET,383,SF,-2.11,-1.33,-0.78,0.1,"189,823.00",-1.78,-1.82,0.03
Lonnie Walker IV,2021-22,SAS,"1,612",SG,-2.12,-0.28,-1.85,0.3,"751,790.00",-1.39,-0.14,-1.25
JT Thor,2021-22,CHO,262,PF,-2.12,-1.63,-0.49,0,"123,056.00",-1.53,-1.72,0.2
Robin Lopez,2021-22,ORL,612,C,-2.14,-1.44,-0.7,0.1,"266,478.00",-2.54,-1.63,-0.91
Wayne Ellington,2021-22,LAL,810,SG,-2.14,-1.36,-0.78,0.1,"356,215.00",-1.87,-0.8,-1.06
Trey Burke,2021-22,DAL,441,PG,-2.15,-0.94,-1.21,0.1,"186,493.00",-2.1,-0.52,-1.57
Josh Jackson,2021-22,DET/SAC,830,SF,-2.15,-1.84,-0.31,0.1,"342,770.00",-1.45,-1.48,0.04
Davion Mitchell,2021-22,SAC,"2,076",PG,-2.15,-1.46,-0.69,0.3,"861,379.00",-2.87,-1.06,-1.81
Duane Washington Jr.,2021-22,IND,968,PG,-2.15,-0.26,-1.9,0.1,"400,060.00",-2.37,-0.51,-1.86
Jordan Nwora,2021-22,MIL,"1,185",SF,-2.17,-1.07,-1.1,0.2,"460,194.00",-1.56,-1.07,-0.49
Georgios Kalaitzakis,2021-22,MIL/OKC,213,SF,-2.17,-1.43,-0.74,0,"82,678.00",-0.89,-0.96,0.07
Torrey Craig,2021-22,IND/PHO,"1,596",SF,-2.18,-1.52,-0.65,0.2,"594,337.00",-1.88,-1.52,-0.35
Isaiah Joe,2021-22,PHI,609,SG,-2.2,-1.1,-1.1,0.1,"194,383.00",-2.43,-1.18,-1.25
Jarrett Culver,2021-22,MEM,338,SG,-2.21,-1.23,-0.98,0,"104,293.00",-2.13,-1.57,-0.56
Rui Hachimura,2021-22,WAS,943,PF,-2.22,-0.87,-1.35,0.1,"275,685.00",-1.11,-0.46,-0.64
Cory Joseph,2021-22,DET,"1,600",PG,-2.23,-1.86,-0.36,0.2,"435,748.00",-2.51,-1.94,-0.57
Elfrid Payton,2021-22,PHO,549,PG,-2.23,-2.14,-0.1,0.1,"146,529.00",-2.44,-2.11,-0.34
Kelan Martin,2021-22,IND/BOS,450,SF,-2.26,-0.84,-1.42,0,"99,591.00",-1.82,-0.94,-0.88
Didi Louzada,2021-22,NOP/POR,129,SG-SF,-2.27,-1.87,-0.4,0,"26,163.00",-1.4,-1.18,-0.21
Doug McDermott,2021-22,SAS,"1,223",PF,-2.3,-0.43,-1.87,0.1,"162,366.00",-1.99,-0.72,-1.27
Markieff Morris,2021-22,MIA,298,PF,-2.31,-1.11,-1.2,0,"34,093.00",-1.93,-0.89,-1.04
Leandro Bolmaro,2021-22,MIN,241,SF,-2.31,-1.8,-0.51,0,"27,692.00",-2.68,-1.89,-0.8
Skylar Mays,2021-22,ATL,220,SG,-2.33,-1.29,-1.04,0,"19,393.00",-1.72,-1.21,-0.51
Abdel Nader,2021-22,PHO,145,SF,-2.35,-2.27,-0.08,0,"7,092.00",-2.01,-1.66,-0.34
Frank Jackson,2021-22,DET,"1,164",PG,-2.35,-0.79,-1.56,0,"62,733.00",-2.61,-0.83,-1.77
Trendon Watford,2021-22,POR,869,SF,-2.35,-1.78,-0.57,0,"34,149.00",-1.24,-1.26,0.02
Brandon Williams,2021-22,POR,640,PG,-2.37,-0.71,-1.67,0,"2,537.00",-1.59,-0.57,-1.03
Rodney Hood,2021-22,MIL/LAC,709,SF-SG,-2.38,-1.82,-0.56,0,"-5,881.00",-1.99,-1.54,-0.44
Thanasis Antetokounmpo,2021-22,MIL,473,SF,-2.39,-1.86,-0.52,0,"-10,390.00",-1.56,-1.72,0.16
Ignas Brazdeikis,2021-22,ORL,536,SF,-2.41,-1.13,-1.29,0,"-37,999.00",-2.04,-1.11,-0.93
Cam Thomas,2021-22,BRK,"1,176",SG,-2.42,-0.42,-1.99,0,"-89,980.00",-1.75,-0.67,-1.09
Tony Snell,2021-22,POR/NOP,822,SG,-2.43,-2.17,-0.26,0,"-86,185.00",-2.89,-2.55,-0.34
Vit Krejci,2021-22,OKC,690,SG,-2.44,-1.76,-0.68,0,"-87,264.00",-2.33,-2.34,0.01
Greg Brown III,2021-22,POR,640,SF,-2.47,-2.29,-0.18,0,"-107,346.00",-1.72,-2.16,0.44
James Bouknight,2021-22,CHO,304,SG,-2.5,-0.52,-1.99,0,"-72,784.00",-2.44,-0.7,-1.74
Justin Robinson,2021-22,MIL/SAC/DET,304,PG,-2.54,-1.74,-0.8,0,"-90,730.00",-1.33,-0.85,-0.48
Austin Rivers,2021-22,DEN,"1,480",SG,-2.56,-1.03,-1.53,-0.2,"-512,581.00",-2.2,-1.72,-0.49
Joe Harris,2021-22,BRK,423,SF,-2.57,-2.5,-0.06,-0.1,"-149,150.00",-1.88,-1.39,-0.48
Kira Lewis Jr.,2021-22,NOP,341,PG,-2.65,-1.61,-1.04,-0.1,"-173,518.00",-1.92,-0.79,-1.13
Alfonzo McKinnie,2021-22,CHI,206,SF,-2.66,-1.65,-1.01,0,"-108,371.00",-2.02,-1.53,-0.48
CJ Elleby,2021-22,POR,"1,174",SF,-2.7,-1.96,-0.75,-0.2,"-707,716.00",-2.83,-2.26,-0.57
Chris Chiozza,2021-22,GSW,372,PG,-2.72,-2.05,-0.67,-0.1,"-236,814.00",-2.54,-1.76,-0.78
Ziaire Williams,2021-22,MEM,"1,346",SF,-2.77,-1.33,-1.44,-0.3,"-983,740.00",-2.17,-1.4,-0.77
Admiral Schofield,2021-22,ORL,469,SF,-2.8,-2.43,-0.38,-0.1,"-372,169.00",-2.29,-2.16,-0.13
Aaron Wiggins,2021-22,OKC,"1,209",SG,-2.94,-1.99,-0.94,-0.4,"-1,254,639.00",-2.79,-2.32,-0.48
Josh Christopher,2021-22,HOU,"1,334",SG,-3.02,-0.77,-2.25,-0.5,"-1,594,133.00",-2.26,-1.1,-1.15
Semi Ojeleye,2021-22,MIL/LAC,406,PF,-3.04,-1.88,-1.16,-0.2,"-499,855.00",-1.74,-1.31,-0.43
Joshua Primo,2021-22,SAS,965,SG,-3.04,-2.17,-0.87,-0.4,"-1,177,886.00",-2.83,-2.16,-0.67
Keifer Sykes,2021-22,IND,566,PG,-3.05,-1.77,-1.28,-0.2,"-700,506.00",-3.02,-1.71,-1.31
Elijah Hughes,2021-22,UTA/POR,434,SG-SF,-3.23,-1.71,-1.52,-0.2,"-684,498.00",-1.7,-1.37,-0.33
Jalen Green,2021-22,HOU,"2,138",SG,-3.26,-1.22,-2.04,-1.2,"-3,459,278.00",-2.21,-0.18,-2.03
Ben McLemore,2021-22,POR,"1,285",SG,-3.28,-0.75,-2.53,-0.7,"-2,126,958.00",-2.42,-0.22,-2.19
D.J. Augustin,2021-22,HOU/LAL,883,PG,-3.41,-1.03,-2.39,-0.6,"-1,683,541.00",-2.34,-1.09,-1.26
Garrett Temple,2021-22,NOP,"1,098",SG,-3.47,-2.68,-0.8,-0.8,"-2,209,093.00",-1.38,-1.65,0.27
Keon Johnson,2021-22,LAC/POR,696,SG,-3.7,-1.59,-2.11,-0.6,"-1,683,672.00",-2.26,-1.46,-0.8
Cam Reddish,2021-22,ATL/NYK,"1,012",SF,-3.83,-1.69,-2.14,-0.9,"-2,697,647.00",-1.13,-0.32,-0.82
Avery Bradley,2021-22,LAL,"1,406",SG,-4,-3.55,-0.44,-1.4,"-4,153,859.00",-2.55,-2.14,-0.41
R.J. Hampton,2021-22,ORL,"1,402",SG,-4.17,-3.36,-0.81,-1.6,"-4,569,478.00",-2.75,-2.4,-0.35
Tre Mann,2021-22,OKC,"1,367",PG,-4.2,-2.26,-1.94,-1.6,"-4,523,793.00",-2.75,-1.93,-0.82
Keljin Blevins,2021-22,POR,349,SF,-4.41,-2.19,-2.22,-0.4,"-1,286,674.00",-2.87,-1.61,-1.27
Terrence Ross,2021-22,ORL,"1,448",SG,-4.59,-1.76,-2.83,-2,"-5,790,481.00",-2.78,-1.6,-1.18
