Player,Season,Team,Minutes,Position,LEBRON,O LEBRON,D LEBRON,LEBRON WAR,LEBRON Contract Value,Box LEBRON,BOXOLEBRON,BOXDLEBRON
Bogdan Bogdanovic,2022-23,ATL,"1,509",SG,-0.43,1.37,-1.8,1.9,"6,115,721.00",-0.79,0.29,-1.08
Greg Brown III,2022-23,POR,93,PF,-0.43,-0.81,0.38,0.1,"376,533.00",-0.59,-0.8,0.21
Chima Moneke,2022-23,SAC,8,SF,-0.44,-0.22,-0.22,0,"31,901.00",-0.34,-0.21,-0.13
Jordan Hall,2022-23,SAS,83,SF,-0.44,-0.64,0.2,0.1,"331,996.00",-0.64,-0.54,-0.1
Devon Dotson,2022-23,WAS,53,PG,-0.45,-0.41,-0.04,0.1,"213,226.00",-0.56,-0.37,-0.2
Grayson Allen,2022-23,MIL,"1,972",SG,-0.45,-1.32,0.87,2.5,"7,890,941.00",0.35,-0.15,0.49
Jerami Grant,2022-23,POR,"2,246",PF,-0.45,-0.18,-0.28,2.8,"8,978,636.00",-0.29,0.6,-0.9
Malcolm Hill,2022-23,CHI,9,SF,-0.46,-0.11,-0.36,0,"36,299.00",-0.49,-0.12,-0.37
Scotty Pippen Jr.,2022-23,LAL,32,PG,-0.46,-0.37,-0.09,0,"125,455.00",-0.46,-0.29,-0.17
Tony Bradley,2022-23,CHI,33,C,-0.47,-0.21,-0.26,0,"132,018.00",-0.53,-0.24,-0.3
Thomas Bryant,2022-23,LAL/DEN,"1,081",C,-0.47,-0.09,-0.38,1.3,"4,279,521.00",0.47,-0.08,0.56
Vernon Carey Jr.,2022-23,WAS,28,C,-0.48,-0.41,-0.06,0,"112,598.00",-0.41,-0.29,-0.12
Dalano Banton,2022-23,TOR,279,PG,-0.48,-0.21,-0.27,0.3,"1,098,754.00",-0.42,-0.33,-0.08
Victor Oladipo,2022-23,MIA,"1,106",SG,-0.48,-1.02,0.54,1.4,"4,354,591.00",-0.84,-1.12,0.28
Dewayne Dedmon,2022-23,MIA/PHI,426,C,-0.49,-1.24,0.76,0.5,"1,673,848.00",0.14,-0.8,0.94
Jalen Williams,2022-23,OKC,"2,276",SG,-0.49,-0.9,0.41,2.8,"8,913,424.00",-0.13,-0.51,0.38
Deni Avdija,2022-23,WAS,"2,020",SF,-0.51,-1.55,1.04,2.5,"7,847,164.00",-0.78,-1.38,0.6
Donte DiVincenzo,2022-23,GSW,"1,894",SG,-0.52,-1.05,0.54,2.3,"7,328,229.00",0.33,0.02,0.31
Kobi Simmons,2022-23,CHO,28,PG,-0.52,-0.44,-0.09,0,"107,193.00",-0.37,-0.31,-0.06
Kenrich Williams,2022-23,OKC,"1,206",PF,-0.53,-0.14,-0.39,1.5,"4,645,091.00",-0.81,-0.61,-0.21
Frank Kaminsky,2022-23,ATL/HOU,235,C,-0.54,-0.57,0.03,0.3,"898,234.00",-0.48,-0.68,0.2
Saddiq Bey,2022-23,DET/ATL,"2,129",SF,-0.55,1.11,-1.66,2.5,"8,106,507.00",-0.92,0.19,-1.11
Sandro Mamukelashvili,2022-23,MIL/SAS,661,C,-0.55,0.2,-0.75,0.8,"2,515,369.00",-0.53,-0.01,-0.52
Gabe York,2022-23,IND,56,SG,-0.55,-0.12,-0.43,0.1,"212,037.00",-0.76,-0.32,-0.44
Leandro Bolmaro,2022-23,UTA,68,SG,-0.56,-0.44,-0.12,0.1,"259,016.00",-0.79,-0.57,-0.22
Micah Potter,2022-23,UTA,52,PF,-0.56,-0.38,-0.18,0.1,"198,037.00",-0.43,-0.29,-0.14
De'Anthony Melton,2022-23,PHI,"2,150",PG,-0.57,-0.95,0.38,2.5,"8,088,239.00",0.77,-0.21,0.98
Malik Monk,2022-23,SAC,"1,719",SG,-0.58,0.49,-1.06,2,"6,446,098.00",0.4,1.59,-1.19
James Johnson,2022-23,IND,162,PF,-0.58,-1.09,0.51,0.2,"608,478.00",-1.14,-1.32,0.18
Gary Trent Jr.,2022-23,TOR,"2,118",SG,-0.58,-0.44,-0.14,2.5,"7,933,707.00",-0.27,0.29,-0.56
Kessler Edwards,2022-23,BRK/SAC,386,SF,-0.58,-0.6,0.02,0.5,"1,443,150.00",-1.44,-1.32,-0.11
Miles McBride,2022-23,NYK,760,PG,-0.58,-0.66,0.08,0.9,"2,842,665.00",-1.2,-1.09,-0.12
Paolo Banchero,2022-23,ORL,"2,430",PF,-0.58,-0.29,-0.29,2.8,"9,067,106.00",0.26,0.13,0.13
Keon Ellis,2022-23,SAC,71,SG,-0.59,-0.49,-0.1,0.1,"264,077.00",-0.48,-0.4,-0.08
Svi Mykhailiuk,2022-23,NYK/CHO,468,SF,-0.59,0.08,-0.67,0.5,"1,741,767.00",-0.73,0.18,-0.91
Chance Comanche,2022-23,POR,21,,-0.59,-0.3,-0.29,0,"77,190.00",-0.37,-0.23,-0.14
Neemias Queta,2022-23,SAC,29,C,-0.6,-0.45,-0.15,0,"106,365.00",-0.42,-0.34,-0.08
Isaiah Jackson,2022-23,IND,"1,042",C,-0.61,-1.44,0.82,1.2,"3,828,154.00",0.1,-1.26,1.37
Saben Lee,2022-23,PHI/PHO,374,PG,-0.62,-0.65,0.03,0.4,"1,365,698.00",-0.74,-0.39,-0.36
Dereon Seabron,2022-23,NOP,12,SG,-0.63,-0.22,-0.41,0,"42,203.00",-0.67,-0.31,-0.36
Trevor Keels,2022-23,NYK,8,SG,-0.64,-0.39,-0.25,0,"29,154.00",-0.49,-0.32,-0.17
Caris LeVert,2022-23,CLE,"2,237",SG,-0.64,-0.74,0.1,2.5,"8,117,404.00",-0.08,-0.44,0.37
Naz Reid,2022-23,MIN,"1,251",C,-0.64,-0.59,-0.05,1.4,"4,524,577.00",0.39,0.12,0.27
Grant Williams,2022-23,BOS,"2,045",PF,-0.65,-1.47,0.83,2.3,"7,372,354.00",-0.82,-1.26,0.44
Nick Richards,2022-23,CHO,"1,218",C,-0.65,-0.9,0.25,1.4,"4,376,340.00",-0.63,-1.49,0.86
Patrick Baldwin Jr.,2022-23,GSW,226,SF,-0.65,-0.52,-0.13,0.3,"811,614.00",-0.35,-0.12,-0.23
Lindell Wigginton,2022-23,MIL,87,PG,-0.66,-0.33,-0.33,0.1,"310,582.00",-0.57,-0.31,-0.26
Daniel Theis,2022-23,IND,109,C,-0.66,-0.51,-0.15,0.1,"390,021.00",-0.69,-0.45,-0.24
Bruce Brown,2022-23,DEN,"2,280",SG,-0.66,-0.81,0.14,2.5,"8,134,778.00",-0.29,-0.62,0.34
Jaylin Williams,2022-23,OKC,914,PF,-0.67,-1.6,0.94,1,"3,261,472.00",-0.43,-1.34,0.92
Ron Harper Jr.,2022-23,TOR,48,SF,-0.67,-0.35,-0.32,0.1,"169,302.00",-1.1,-0.61,-0.49
Joshua Primo,2022-23,SAS,93,SG,-0.67,-0.74,0.07,0.1,"331,256.00",-0.63,-0.69,0.06
PJ Dozier,2022-23,SAC,79,SG,-0.68,-0.53,-0.14,0.1,"280,723.00",-0.39,-0.36,-0.03
Xavier Cooks,2022-23,WAS,126,PF,-0.69,-0.82,0.13,0.1,"442,235.00",-0.95,-0.97,0.02
Kevin Porter Jr.,2022-23,HOU,"2,024",PG,-0.69,0.02,-0.71,2.2,"7,113,992.00",-0.04,0.73,-0.77
Andre Iguodala,2022-23,GSW,113,SF,-0.69,-0.88,0.19,0.1,"395,721.00",-0.61,-0.78,0.16
Edmond Sumner,2022-23,BRK,736,SG,-0.69,-0.65,-0.05,0.8,"2,583,871.00",-1.59,-0.84,-0.75
Mac McClung,2022-23,PHI,41,SG,-0.69,-0.24,-0.46,0,"144,100.00",-0.84,-0.17,-0.67
Devonte' Graham,2022-23,NOP/SAS,"1,338",PG,-0.7,-0.18,-0.51,1.5,"4,692,066.00",-0.16,0.41,-0.57
Theo Maledon,2022-23,CHO,854,PG,-0.7,-0.26,-0.44,0.9,"2,985,289.00",-1.04,-1.23,0.2
Landry Shamet,2022-23,PHO,807,SG,-0.71,-0.51,-0.19,0.9,"2,809,408.00",-0.91,-0.01,-0.91
Jamaree Bouyea,2022-23,MIA/WAS,71,PG,-0.71,-0.67,-0.04,0.1,"245,285.00",-0.49,-0.7,0.21
Jevon Carter,2022-23,MIL,"1,812",PG,-0.71,-1.59,0.88,2,"6,281,135.00",-0.4,-0.96,0.56
Dru Smith,2022-23,MIA/BRK,158,SG,-0.72,-0.55,-0.16,0.2,"548,072.00",-0.63,-0.51,-0.12
Aleksej Pokusevski,2022-23,OKC,701,PF,-0.72,-1.67,0.95,0.8,"2,423,879.00",0.15,-0.87,1.02
Olivier Sarr,2022-23,OKC,114,C,-0.73,-0.58,-0.14,0.1,"391,542.00",-0.97,-0.82,-0.15
Jarrett Culver,2022-23,ATL,137,SG,-0.73,-0.78,0.04,0.1,"470,222.00",-0.94,-0.9,-0.04
Sam Merrill,2022-23,CLE,59,SG,-0.73,-0.25,-0.48,0.1,"200,915.00",-0.77,-0.26,-0.52
Sam Hauser,2022-23,BOS,"1,290",PF,-0.73,-0.46,-0.27,1.4,"4,425,523.00",-0.28,-0.15,-0.13
Marcus Morris Sr.,2022-23,LAC,"1,825",PF,-0.73,-1.25,0.51,2,"6,255,120.00",-0.52,-0.75,0.23
Keegan Murray,2022-23,SAC,"2,382",SF,-0.74,-0.6,-0.14,2.5,"8,139,794.00",0.37,0.38,0
JaVale McGee,2022-23,DAL,355,C,-0.74,-1.65,0.9,0.4,"1,207,800.00",-0.43,-1.56,1.12
Markelle Fultz,2022-23,ORL,"1,778",PG,-0.75,-0.9,0.16,1.9,"6,047,271.00",0.29,-0.19,0.47
P.J. Washington,2022-23,CHO,"2,380",PF,-0.76,-1.02,0.27,2.5,"8,052,356.00",-1.39,-1.43,0.03
Jeremiah Robinson-Earl,2022-23,OKC,814,PF,-0.76,-0.63,-0.13,0.9,"2,748,264.00",-1.11,-0.66,-0.45
Kenneth Lofton Jr.,2022-23,MEM,176,PF,-0.76,0.22,-0.98,0.2,"592,998.00",-0.63,0.02,-0.65
Deandre Ayton,2022-23,PHO,"2,036",C,-0.76,-1.29,0.52,2.1,"6,851,250.00",0.74,-0.14,0.88
Isaiah Stewart,2022-23,DET,"1,414",C,-0.77,-1.56,0.8,1.5,"4,750,759.00",-0.91,-0.83,-0.08
Garrison Mathews,2022-23,HOU/ATL,686,SG,-0.77,-1.05,0.28,0.7,"2,304,782.00",-0.87,-0.65,-0.23
Dylan Windler,2022-23,CLE,10,SF,-0.77,-0.22,-0.55,0,"34,859.00",-0.82,-0.27,-0.55
Jamal Cain,2022-23,MIA,240,SF,-0.77,-1.12,0.35,0.3,"804,961.00",-0.77,-1.13,0.36
Buddy Boeheim,2022-23,DET,90,PG,-0.78,-0.3,-0.47,0.1,"301,395.00",-0.57,-0.41,-0.16
Montrezl Harrell,2022-23,PHI,681,C,-0.78,-0.61,-0.17,0.7,"2,269,529.00",-1.04,-0.75,-0.29
Marvin Bagley III,2022-23,DET,990,C,-0.8,-0.81,0.01,1,"3,255,243.00",-0.89,-0.48,-0.41
Kendall Brown,2022-23,IND,40,SG,-0.82,-0.56,-0.26,0,"131,424.00",-0.93,-0.58,-0.34
Xavier Sneed,2022-23,CHO,48,SF,-0.82,-0.71,-0.11,0,"157,239.00",-0.58,-0.53,-0.05
Dennis Schroder,2022-23,LAL,"1,986",PG,-0.83,-0.26,-0.57,2,"6,411,981.00",-0.91,-0.51,-0.4
Isaiah Mobley,2022-23,CLE,84,PF,-0.84,-0.59,-0.25,0.1,"270,809.00",-0.92,-0.63,-0.3
Oshae Brissett,2022-23,IND,"1,083",SF,-0.84,-0.29,-0.55,1.1,"3,470,443.00",-1.68,-1.01,-0.67
Udonis Haslem,2022-23,MIA,72,C,-0.84,-0.85,0.01,0.1,"231,130.00",-0.57,-0.68,0.11
Isaiah Todd,2022-23,WAS,61,PF,-0.84,-0.63,-0.22,0.1,"196,688.00",-0.66,-0.45,-0.21
Tyrese Martin,2022-23,ATL,66,SG,-0.85,-0.39,-0.46,0.1,"208,540.00",-0.91,-0.54,-0.37
Ricky Rubio,2022-23,CLE,566,PG,-0.86,-0.87,0.01,0.6,"1,797,096.00",-0.21,-0.28,0.07
Duncan Robinson,2022-23,MIA,690,SF,-0.86,-0.12,-0.75,0.7,"2,182,872.00",-1.62,-0.85,-0.77
Royce O'Neale,2022-23,BRK,"2,409",SF,-0.87,-1.3,0.44,2.4,"7,612,201.00",-1.08,-1.33,0.25
Terance Mann,2022-23,LAC,"1,872",SG,-0.88,-0.06,-0.81,1.8,"5,871,039.00",-1.12,-0.76,-0.36
Justin Champagnie,2022-23,TOR/BOS,34,SF,-0.88,-0.23,-0.65,0,"107,247.00",-0.85,-0.33,-0.51
Kira Lewis Jr.,2022-23,NOP,235,PG,-0.88,-0.37,-0.51,0.2,"733,727.00",-1,-0.77,-0.23
Nickeil Alexander-Walker,2022-23,UTA/MIN,884,SG,-0.89,-0.84,-0.05,0.9,"2,754,312.00",-1.12,-0.84,-0.27
Justin Minaya,2022-23,POR,89,SF,-0.89,-0.74,-0.15,0.1,"275,771.00",-0.68,-0.76,0.08
Quenton Jackson,2022-23,WAS,135,PG,-0.89,-0.66,-0.23,0.1,"417,374.00",-0.81,-0.5,-0.32
Anthony Gill,2022-23,WAS,625,PF,-0.9,-0.75,-0.15,0.6,"1,930,642.00",-2.12,-1.8,-0.32
Aaron Holiday,2022-23,ATL,845,PG,-0.91,-1.32,0.42,0.8,"2,598,518.00",-2.31,-2.02,-0.29
Ish Wainright,2022-23,PHO,915,SF,-0.91,-1.01,0.1,0.9,"2,805,573.00",-1.24,-1.7,0.46
Michael Foster Jr.,2022-23,PHI,1,PF,-0.94,-0.3,-0.64,0,"3,108.00",-0.91,-0.28,-0.63
Jacob Gilyard,2022-23,MEM,41,PG,-0.94,-0.49,-0.46,0,"122,496.00",-0.93,-0.55,-0.39
Gorgui Dieng,2022-23,SAS,358,C,-0.94,-1.24,0.3,0.3,"1,075,068.00",-0.62,-1.03,0.41
Naji Marshall,2022-23,NOP,"1,792",SF,-0.96,-0.34,-0.62,1.7,"5,329,601.00",-1.07,-0.98,-0.09
RaiQuan Gray,2022-23,BRK,35,PF,-0.97,-0.28,-0.68,0,"103,760.00",-0.93,-0.25,-0.68
Jaden Springer,2022-23,PHI,89,SG,-0.97,-0.51,-0.46,0.1,"263,559.00",-1.08,-0.6,-0.47
Nikola Jovic,2022-23,MIA,204,PF,-0.97,-0.84,-0.13,0.2,"602,670.00",-0.81,-0.91,0.1
Jack White,2022-23,DEN,66,SF,-0.97,-0.61,-0.36,0.1,"194,368.00",-1.01,-0.6,-0.4
Alondes Williams,2022-23,BRK,5,SG,-0.98,-0.25,-0.73,0,"15,422.00",-0.94,-0.24,-0.7
Bones Hyland,2022-23,DEN/LAC,"1,086",PG,-0.99,0.86,-1.85,1,"3,151,433.00",0.09,1.27,-1.18
Udoka Azubuike,2022-23,UTA,359,C,-0.99,-2.21,1.21,0.3,"1,039,579.00",-0.9,-2.11,1.21
Anfernee Simons,2022-23,POR,"2,171",SG,-1.01,0.4,-1.4,2,"6,243,339.00",-0.79,1.26,-2.05
Bol Bol,2022-23,ORL,"1,505",PF,-1.01,-2.17,1.16,1.4,"4,314,264.00",-0.5,-1.98,1.48
Louis King,2022-23,PHI,29,SF,-1.02,-0.32,-0.7,0,"82,241.00",-1,-0.33,-0.67
Caleb Martin,2022-23,MIA,"2,078",PF,-1.02,-1.56,0.54,1.9,"5,927,503.00",-0.92,-1.67,0.75
A.J. Lawson,2022-23,MIN/DAL,108,SG,-1.03,-0.24,-0.79,0.1,"306,244.00",-0.65,-0.17,-0.48
Nerlens Noel,2022-23,DET/BRK,195,C,-1.03,-1.76,0.73,0.2,"548,996.00",-0.58,-1.27,0.7
Ty Jerome,2022-23,GSW,816,SG,-1.03,-0.4,-0.63,0.7,"2,299,189.00",-0.7,-0.44,-0.26
Zach Collins,2022-23,SAS,"1,441",C,-1.03,-1.12,0.08,1.3,"4,057,463.00",-1.67,-1.24,-0.42
Ryan Arcidiacono,2022-23,NYK/POR,172,PG,-1.04,-1.36,0.32,0.2,"482,654.00",-1.04,-0.91,-0.13
Jalen Green,2022-23,HOU,"2,602",SG,-1.05,0.76,-1.8,2.3,"7,261,644.00",-1.43,0.52,-1.95
Keita Bates-Diop,2022-23,SAS,"1,452",SF,-1.05,-0.81,-0.24,1.3,"4,050,091.00",-1.77,-0.92,-0.85
Keldon Johnson,2022-23,SAS,"2,063",SF,-1.05,0.46,-1.51,1.8,"5,748,126.00",-1.82,0.24,-2.06
Dario Saric,2022-23,PHO/OKC,806,PF,-1.05,-0.84,-0.21,0.7,"2,244,840.00",-0.89,-0.68,-0.21
Jeremy Sochan,2022-23,SAS,"1,458",PF,-1.05,-1.15,0.1,1.3,"4,057,890.00",-2.45,-1.73,-0.71
Rudy Gay,2022-23,UTA,816,PF,-1.05,-1.41,0.36,0.7,"2,266,659.00",-1.3,-1.15,-0.15
Jeenathan Williams,2022-23,POR,127,SG,-1.06,-0.49,-0.56,0.1,"350,795.00",-0.9,-0.67,-0.24
Precious Achiuwa,2022-23,TOR,"1,140",C,-1.06,-0.65,-0.41,1,"3,156,483.00",-0.9,-0.98,0.09
Mfiondu Kabengele,2022-23,BOS,36,PF,-1.07,-0.51,-0.56,0,"99,988.00",-0.93,-0.43,-0.51
Day'Ron Sharpe,2022-23,BRK,553,C,-1.08,-0.71,-0.37,0.5,"1,500,577.00",-0.99,-1.1,0.1
George Hill,2022-23,MIL/IND,833,PG,-1.09,-1.16,0.07,0.7,"2,246,632.00",-1.39,-1.25,-0.14
Trey Murphy III,2022-23,NOP,"2,448",SF,-1.1,-0.85,-0.25,2.1,"6,561,467.00",0.61,0.18,0.43
Ochai Agbaji,2022-23,UTA,"1,209",SG,-1.11,0.37,-1.48,1,"3,225,202.00",-2.32,-0.94,-1.38
Ryan Rollins,2022-23,GSW,62,PG,-1.11,-0.81,-0.3,0.1,"165,442.00",-0.64,-0.48,-0.15
Joe Wieskamp,2022-23,TOR,50,SF,-1.12,-0.89,-0.23,0,"130,798.00",-1.24,-0.75,-0.49
Jordan Clarkson,2022-23,UTA,"1,988",SG,-1.13,1.08,-2.21,1.6,"5,232,259.00",-0.68,1.24,-1.92
Darius Bazley,2022-23,OKC/PHO,616,PF,-1.13,-2,0.87,0.5,"1,617,285.00",-0.39,-1.4,1.01
JD Davison,2022-23,BOS,66,PG,-1.13,-0.54,-0.59,0.1,"171,841.00",-0.86,-0.44,-0.42
Joe Ingles,2022-23,MIL,"1,044",SF,-1.15,-0.75,-0.39,0.8,"2,705,584.00",-1.05,-1.14,0.1
Terry Taylor,2022-23,IND/CHI,263,PF,-1.16,-0.73,-0.43,0.2,"674,880.00",-2.18,-1.4,-0.78
Josh Giddey,2022-23,OKC,"2,367",SG,-1.17,-0.55,-0.62,1.9,"6,032,901.00",0.23,0.36,-0.14
Eric Gordon,2022-23,HOU/LAC,"1,965",SG,-1.17,-0.57,-0.6,1.6,"4,996,960.00",-1.41,-0.64,-0.77
Kenyon Martin Jr.,2022-23,HOU,"2,292",SF,-1.17,0.36,-1.53,1.8,"5,819,966.00",-1.86,-0.78,-1.08
Patrick Beverley,2022-23,LAL/CHI,"1,817",PG,-1.17,-2.19,1.02,1.4,"4,607,366.00",-0.34,-1.58,1.24
Moussa Diabate,2022-23,LAC,195,PF,-1.19,-1.11,-0.08,0.2,"490,777.00",-1.32,-1.11,-0.21
AJ Griffin,2022-23,ATL,"1,401",SF,-1.2,-0.23,-0.97,1.1,"3,464,863.00",-1.79,-0.6,-1.19
Jared Butler,2022-23,OKC,77,SG,-1.21,-0.49,-0.72,0.1,"188,050.00",-0.89,-0.43,-0.46
Luke Kornet,2022-23,BOS,804,C,-1.22,-1.3,0.08,0.6,"1,968,001.00",-0.5,-1.22,0.72
Eugene Omoruyi,2022-23,OKC/DET,645,SF,-1.22,-0.34,-0.88,0.5,"1,575,555.00",-1.35,-0.72,-0.63
Kennedy Chandler,2022-23,MEM,281,PG,-1.22,-0.93,-0.3,0.2,"685,988.00",-1.23,-0.98,-0.25
Meyers Leonard,2022-23,MIL,114,C,-1.23,-0.87,-0.36,0.1,"275,353.00",-0.93,-0.77,-0.17
Jalen Duren,2022-23,DET,"1,670",C,-1.23,-0.91,-0.32,1.3,"4,031,774.00",-1.36,-1.5,0.14
Anthony Lamb,2022-23,GSW,"1,195",SF,-1.24,-1.22,-0.03,0.9,"2,865,431.00",-1.2,-1.24,0.05
Ousmane Dieng,2022-23,OKC,569,SF,-1.25,-1.02,-0.22,0.4,"1,356,303.00",-1.61,-1.28,-0.34
Devin Vassell,2022-23,SAS,"1,178",SG,-1.26,-0.46,-0.79,0.9,"2,781,518.00",-0.47,0.33,-0.8
Aaron Wiggins,2022-23,OKC,"1,297",SG,-1.26,-1.08,-0.18,1,"3,056,857.00",-2.01,-1.52,-0.49
Vit Krejci,2022-23,ATL,165,PG,-1.27,-1,-0.27,0.1,"387,342.00",-1.28,-1.15,-0.13
Raul Neto,2022-23,CLE,505,PG,-1.27,-0.95,-0.32,0.4,"1,181,193.00",-1.45,-1.14,-0.31
Rodney McGruder,2022-23,DET,524,SG,-1.28,-0.79,-0.49,0.4,"1,217,611.00",-1.58,-0.91,-0.67
Taj Gibson,2022-23,WAS,480,C,-1.28,-1.79,0.51,0.3,"1,114,572.00",-1.6,-2.01,0.41
Wendell Moore Jr.,2022-23,MIN,153,SG,-1.28,-0.65,-0.63,0.1,"353,064.00",-1.03,-0.78,-0.25
Jaxson Hayes,2022-23,NOP,610,C,-1.29,-1.81,0.51,0.4,"1,398,496.00",-0.72,-1.34,0.63
Serge Ibaka,2022-23,MIL,185,C,-1.29,-1.59,0.3,0.1,"424,672.00",-1.25,-1.37,0.13
Luke Kennard,2022-23,LAC/MEM,"1,315",SG,-1.3,-0.47,-0.83,0.9,"3,003,258.00",-1.48,-0.72,-0.76
Evan Fournier,2022-23,NYK,459,SG,-1.31,-0.82,-0.49,0.3,"1,035,815.00",-1.38,-0.85,-0.52
Isaac Okoro,2022-23,CLE,"1,652",SF,-1.31,-1.97,0.66,1.2,"3,719,801.00",-0.91,-1.66,0.75
Peyton Watson,2022-23,DEN,186,SG,-1.32,-1.04,-0.27,0.1,"418,047.00",-1.13,-1.21,0.08
Brandon Boston Jr.,2022-23,LAC,248,SG,-1.32,-0.49,-0.83,0.2,"555,928.00",-1.1,-0.36,-0.74
RJ Barrett,2022-23,NYK,"2,475",SG,-1.32,0.01,-1.33,1.7,"5,536,856.00",-0.38,0.31,-0.69
Jae'Sean Tate,2022-23,HOU,678,SF,-1.33,-1.41,0.07,0.5,"1,499,378.00",-1.38,-1.27,-0.11
Gabe Vincent,2022-23,MIA,"1,759",PG,-1.34,-1.09,-0.24,1.2,"3,869,560.00",-1.68,-1.44,-0.24
Julian Champagnie,2022-23,PHI/SAS,320,SF,-1.35,-0.21,-1.15,0.2,"695,082.00",-1.03,-0.47,-0.56
Danny Green,2022-23,MEM/CLE,139,SG,-1.35,-0.74,-0.62,0.1,"300,688.00",-1.08,-0.55,-0.53
Dean Wade,2022-23,CLE,891,PF,-1.36,-2.82,1.46,0.6,"1,925,314.00",-1.26,-2.26,1
T.J. Warren,2022-23,BRK/PHO,687,SF,-1.37,-0.52,-0.86,0.5,"1,461,376.00",-1.64,-1.12,-0.52
John Wall,2022-23,LAC,755,PG,-1.38,-0.64,-0.74,0.5,"1,604,269.00",0.04,0.65,-0.61
Matthew Dellavedova,2022-23,SAC,213,PG,-1.38,-1.31,-0.07,0.1,"452,022.00",-1.19,-0.99,-0.19
Torrey Craig,2022-23,PHO,"1,948",SF,-1.38,-1.78,0.4,1.3,"4,129,993.00",-0.88,-1.7,0.83
Kelly Oubre Jr.,2022-23,CHO,"1,548",SF,-1.38,-0.45,-0.93,1,"3,263,233.00",-0.56,0.04,-0.6
Stanley Johnson,2022-23,SAS,469,SF,-1.41,-1.03,-0.38,0.3,"966,775.00",-1.43,-1.53,0.09
Chris Duarte,2022-23,IND,897,SF,-1.41,-0.52,-0.89,0.6,"1,845,034.00",-2.33,-1.19,-1.15
Vince Williams Jr.,2022-23,MEM,105,SG,-1.42,-0.86,-0.57,0.1,"212,339.00",-1.2,-0.74,-0.46
Shake Milton,2022-23,PHI,"1,567",SG,-1.45,-0.1,-1.35,1,"3,095,336.00",-1.73,-0.76,-0.98
Damion Lee,2022-23,PHO,"1,506",SG,-1.46,-1.53,0.08,0.9,"2,956,668.00",-2.02,-1.42,-0.6
Jarred Vanderbilt,2022-23,UTA/LAL,"1,880",PF,-1.47,-1.31,-0.16,1.1,"3,652,403.00",0.4,-0.67,1.06
Pat Connaughton,2022-23,MIL,"1,443",SG,-1.47,-0.74,-0.73,0.9,"2,791,919.00",-0.37,-0.77,0.4
Theo Pinson,2022-23,DAL,323,SG,-1.48,-0.26,-1.22,0.2,"619,059.00",-0.51,-0.25,-0.26
Jordan Poole,2022-23,GSW,"2,458",PG,-1.48,-0.38,-1.1,1.5,"4,701,561.00",0.04,1.37,-1.33
Norman Powell,2022-23,LAC,"1,567",SG,-1.49,-0.3,-1.19,0.9,"2,976,542.00",-0.31,0.59,-0.9
Nathan Knight,2022-23,MIN,291,PF,-1.49,-0.98,-0.5,0.2,"551,641.00",-1.61,-1.18,-0.43
Cody Martin,2022-23,CHO,134,SF,-1.49,-0.97,-0.52,0.1,"252,203.00",-0.92,-0.85,-0.08
Trendon Watford,2022-23,POR,"1,182",PF,-1.5,-0.86,-0.64,0.7,"2,226,196.00",-1.64,-1.45,-0.19
Matt Ryan,2022-23,LAL/MIN,310,SF,-1.52,-0.25,-1.27,0.2,"570,518.00",-1.19,-0.28,-0.91
Gordon Hayward,2022-23,CHO,"1,577",SF,-1.52,-1.25,-0.27,0.9,"2,891,564.00",-1.47,-1.03,-0.44
Johnny Juzang,2022-23,UTA,232,SF,-1.53,-0.9,-0.63,0.1,"422,723.00",-1.19,-0.62,-0.58
JaMychal Green,2022-23,GSW,797,PF,-1.53,-1.49,-0.03,0.5,"1,449,204.00",-0.44,-0.61,0.17
Jeff Dowtin Jr.,2022-23,TOR,259,PG,-1.53,-1.05,-0.49,0.1,"468,536.00",-1.7,-1.27,-0.43
Garrett Temple,2022-23,NOP,162,SG,-1.55,-1.3,-0.25,0.1,"286,830.00",-1.32,-1.07,-0.25
Josh Green,2022-23,DAL,"1,539",SG,-1.55,-1.07,-0.48,0.9,"2,722,487.00",-2.17,-1.25,-0.92
Isaiah Roby,2022-23,SAS,474,PF,-1.56,-1.75,0.19,0.3,"830,278.00",-1.78,-1.99,0.22
Davis Bertans,2022-23,DAL,492,PF,-1.57,-0.28,-1.28,0.3,"854,527.00",-0.87,-0.06,-0.81
Justise Winslow,2022-23,POR,776,SF,-1.58,-2.25,0.67,0.4,"1,336,127.00",-1.93,-1.97,0.04
KZ Okpala,2022-23,SAC,248,PF,-1.58,-2.55,0.97,0.1,"425,695.00",-1.94,-2.48,0.53
Usman Garuba,2022-23,HOU,970,PF,-1.58,-2.16,0.58,0.5,"1,653,727.00",-0.89,-1.99,1.1
Markieff Morris,2022-23,BRK/DAL,355,PF,-1.62,-1.22,-0.39,0.2,"582,231.00",-1.36,-0.95,-0.41
Gary Harris,2022-23,ORL,"1,184",SG,-1.63,-1.26,-0.37,0.6,"1,916,083.00",-0.97,-1.17,0.2
Kai Jones,2022-23,CHO,550,C,-1.63,-3.14,1.51,0.3,"888,804.00",-2.19,-3.46,1.28
Malachi Flynn,2022-23,TOR,691,PG,-1.63,-0.54,-1.1,0.3,"1,109,776.00",-2.17,-1.28,-0.9
Moses Moody,2022-23,GSW,817,SG,-1.64,-1.01,-0.63,0.4,"1,302,339.00",-1.78,-1.14,-0.64
