Player,Season,Team,Minutes,Position,LEBRON,O LEBRON,D LEBRON,LEBRON WAR,LEBRON Contract Value,Box LEBRON,BOXOLEBRON,BOXDLEBRON
Scotty Pippen Jr.,2023-24,MEM,527,PG,-0.4,-0.92,0.51,0.7,"2,346,870.00",-0.47,-0.84,0.37
Marcus Smart,2023-24,MEM,605,PG,-0.41,-0.99,0.58,0.8,"2,687,207.00",-0.94,-1.15,0.22
Tyus Jones,2023-24,WAS,"1,933",PG,-0.41,0.74,-1.15,2.5,"8,580,729.00",-0.35,0.63,-0.98
Naz Reid,2023-24,MIN,"1,964",C,-0.42,-0.78,0.36,2.5,"8,695,932.00",0.75,-0.05,0.8
Dariq Whitehead,2023-24,BRK,24,SF,-0.43,-0.35,-0.08,0,"105,528.00",-0.4,-0.43,0.03
Jerome Robinson,2023-24,GSW,81,SG,-0.43,-0.58,0.15,0.1,"354,180.00",-0.54,-0.5,-0.04
Jarace Walker,2023-24,IND,340,PF,-0.44,-0.76,0.31,0.4,"1,487,445.00",-0.9,-0.88,-0.03
Jalen Duren,2023-24,DET,"1,778",C,-0.45,-1.09,0.64,2.2,"7,750,413.00",-0.57,-1.13,0.56
Ty Jerome,2023-24,CLE,15,SG,-0.45,-0.2,-0.25,0,"64,480.00",-0.44,-0.21,-0.23
Buddy Boeheim,2023-24,DET,84,SF,-0.46,-0.24,-0.22,0.1,"363,989.00",-0.36,-0.31,-0.05
Filip Petrusev,2023-24,PHI/SAC,9,C,-0.46,-0.29,-0.17,0,"40,283.00",-0.45,-0.27,-0.18
Obi Toppin,2023-24,IND,"1,731",PF,-0.46,0.15,-0.61,2.2,"7,494,138.00",-0.5,0.36,-0.86
Dante Exum,2023-24,DAL,"1,088",PG,-0.47,-0.05,-0.42,1.4,"4,687,552.00",-1.1,-0.56,-0.55
Mouhamed Gueye,2023-24,ATL,73,PF,-0.47,-0.79,0.33,0.1,"314,375.00",-0.34,-0.65,0.31
Duop Reath,2023-24,POR,"1,214",C,-0.48,-0.08,-0.41,1.5,"5,202,652.00",-1.11,-0.64,-0.46
Greg Brown III,2023-24,DAL,40,PF,-0.48,-0.27,-0.21,0,"170,575.00",-0.42,-0.26,-0.16
Juan Toscano-Anderson,2023-24,SAC,53,SF,-0.48,-0.64,0.16,0.1,"225,993.00",-0.53,-0.61,0.08
Keon Johnson,2023-24,BRK,61,SG,-0.5,-0.4,-0.09,0.1,"261,341.00",-0.61,-0.54,-0.07
Tre Jones,2023-24,SAS,"2,136",PG,-0.5,-0.15,-0.35,2.6,"9,080,941.00",-1.06,-0.58,-0.47
Aaron Nesmith,2023-24,IND,"1,995",SF,-0.52,-0.61,0.09,2.4,"8,395,723.00",-0.56,-0.06,-0.5
Amari Bailey,2023-24,CHO,65,PG,-0.52,-0.37,-0.15,0.1,"271,818.00",-0.44,-0.4,-0.04
Isaiah Joe,2023-24,OKC,"1,445",SG,-0.52,0.04,-0.56,1.8,"6,081,569.00",-0.63,0.08,-0.71
Oscar Tshiebwe,2023-24,IND,42,PF,-0.53,-0.03,-0.49,0.1,"175,681.00",-0.89,-0.19,-0.7
Jalen Slawson,2023-24,SAC,37,SF,-0.54,-0.57,0.04,0,"153,710.00",-0.46,-0.55,0.09
Markquis Nowell,2023-24,TOR,4,SG,-0.54,-0.4,-0.15,0,"14,606.00",-0.61,-0.41,-0.19
Darius Bazley,2023-24,PHI/UTA,152,PF,-0.55,-1.05,0.49,0.2,"626,968.00",-0.59,-0.94,0.36
Oshae Brissett,2023-24,BOS,630,SF,-0.55,-0.17,-0.38,0.8,"2,607,495.00",-1.12,-0.54,-0.57
Alex Fudge,2023-24,LAL/DAL,40,SF,-0.57,-0.31,-0.26,0,"164,229.00",-0.53,-0.26,-0.27
Devonte' Graham,2023-24,SAS,313,PG,-0.57,-0.04,-0.53,0.4,"1,283,462.00",-0.66,-0.02,-0.64
Lindell Wigginton,2023-24,MIL,8,PG,-0.57,-0.17,-0.4,0,"31,255.00",-0.44,-0.1,-0.34
Olivier-Maxence Prosper,2023-24,DAL,336,PF,-0.57,-0.2,-0.37,0.4,"1,373,768.00",-0.79,-0.36,-0.43
Skylar Mays,2023-24,POR/LAL,431,PG,-0.57,0.11,-0.68,0.5,"1,765,022.00",-0.25,0.15,-0.4
Alondes Williams,2023-24,MIA,16,SG,-0.58,-0.47,-0.11,0,"63,468.00",-0.43,-0.33,-0.1
Harry Giles III,2023-24,BRK/LAL,98,C,-0.58,-0.31,-0.27,0.1,"398,626.00",-0.54,-0.4,-0.14
Simone Fontecchio,2023-24,UTA/DET,"1,644",SF,-0.58,-0.4,-0.18,1.9,"6,704,064.00",-1.43,-0.72,-0.71
Andrew Wiggins,2023-24,GSW,"1,920",SF,-0.59,-0.54,-0.05,2.2,"7,776,709.00",-0.56,-0.39,-0.17
Armoni Brooks,2023-24,BRK,104,PG,-0.59,-0.1,-0.49,0.1,"422,252.00",-0.77,-0.44,-0.33
Kenrich Williams,2023-24,OKC,"1,029",PF,-0.59,-0.64,0.05,1.2,"4,167,410.00",-1.47,-1.05,-0.42
Larry Nance Jr.,2023-24,NOP,"1,186",C,-0.59,-1.75,1.16,1.4,"4,802,694.00",-0.44,-1.34,0.91
Duncan Robinson,2023-24,MIA,"1,906",SF,-0.6,-0.35,-0.24,2.2,"7,692,366.00",-0.69,-0.39,-0.3
Dwight Powell,2023-24,DAL,836,C,-0.6,-1.03,0.43,1,"3,369,556.00",-0.88,-1.32,0.45
Aleksej Pokusevski,2023-24,OKC/CHO,405,PF,-0.61,-1,0.39,0.5,"1,628,267.00",-0.15,-0.77,0.61
Jabari Smith Jr.,2023-24,HOU,"2,424",PF,-0.61,-0.92,0.31,2.8,"9,697,225.00",0.34,-0.54,0.89
Kessler Edwards,2023-24,SAC,275,SF,-0.62,-1.26,0.64,0.3,"1,095,247.00",-0.98,-1.08,0.09
Jock Landale,2023-24,HOU,764,C,-0.63,-0.63,0,0.9,"3,024,012.00",-1,-0.93,-0.06
Colby Jones,2023-24,SAC,192,SG,-0.64,-0.73,0.09,0.2,"754,047.00",-0.78,-0.65,-0.13
Harrison Barnes,2023-24,SAC,"2,381",PF,-0.64,-0.41,-0.23,2.7,"9,367,565.00",-0.61,-0.28,-0.33
Brandon Clarke,2023-24,MEM,134,PF,-0.65,-0.78,0.14,0.2,"527,684.00",-0.83,-0.91,0.08
John Konchar,2023-24,MEM,"1,173",SF,-0.65,-2.5,1.85,1.3,"4,602,407.00",-1.37,-2.92,1.55
Josh Okogie,2023-24,PHO,960,SG,-0.65,-0.56,-0.09,1.1,"3,761,678.00",-1.08,-1.08,0
Miles McBride,2023-24,NYK,"1,328",PG,-0.66,-0.46,-0.2,1.5,"5,181,588.00",-0.82,-0.25,-0.56
Shaquille Harrison,2023-24,MEM,6,SG,-0.67,-0.67,0,0,"23,082.00",-0.6,-0.59,-0.01
Jaime Jaquez Jr.,2023-24,MIA,"2,113",SF,-0.68,-0.61,-0.08,2.3,"8,127,749.00",-1.22,-1.34,0.13
Dmytro Skapintsev,2023-24,NYK,2,C,-0.69,-0.47,-0.22,0,"8,172.00",-0.69,-0.46,-0.23
Seth Lundy,2023-24,ATL,52,SF,-0.7,-0.78,0.08,0.1,"197,931.00",-0.56,-0.65,0.09
Vince Williams Jr.,2023-24,MEM,"1,437",SG,-0.7,-1.23,0.53,1.6,"5,479,365.00",-1.3,-1.93,0.64
Brandon Williams,2023-24,DAL,113,PG,-0.71,-0.2,-0.51,0.1,"427,896.00",-0.72,-0.17,-0.54
Coby White,2023-24,CHI,"2,881",PG,-0.71,0.8,-1.51,3.2,"10,933,926.00",-0.44,0.61,-1.04
Ron Harper Jr.,2023-24,TOR,4,PF,-0.71,-0.45,-0.25,0,"13,859.00",-0.62,-0.43,-0.19
Damian Jones,2023-24,CLE,270,C,-0.72,-1.36,0.63,0.3,"1,013,927.00",-0.38,-1.02,0.64
Dru Smith,2023-24,MIA,131,SG,-0.72,-0.88,0.16,0.1,"493,561.00",-0.91,-0.94,0.03
Isaiah Mobley,2023-24,CLE,72,PF,-0.72,-0.51,-0.21,0.1,"270,307.00",-0.77,-0.48,-0.29
Kobi Simmons,2023-24,TOR,67,PG,-0.72,-0.65,-0.07,0.1,"254,767.00",-0.66,-0.6,-0.06
Kobe Bufkin,2023-24,ATL,196,SG,-0.73,-0.69,-0.04,0.2,"734,321.00",-0.32,-0.37,0.06
Lamar Stevens,2023-24,BOS/MEM,559,PF,-0.73,-0.97,0.25,0.6,"2,096,247.00",-0.85,-1.11,0.26
Julian Champagnie,2023-24,SAS,"1,468",SF,-0.74,-1.27,0.54,1.6,"5,480,788.00",-1.18,-1.46,0.28
Naji Marshall,2023-24,NOP,"1,257",SF,-0.74,-0.89,0.14,1.3,"4,670,206.00",-0.96,-1,0.04
Nate Hinton,2023-24,HOU,75,SG,-0.74,-0.37,-0.36,0.1,"278,358.00",-0.72,-0.38,-0.34
Jeff Dowtin Jr.,2023-24,PHI,142,PG,-0.75,-0.37,-0.37,0.2,"527,069.00",-0.94,-0.46,-0.48
Pete Nance,2023-24,CLE,27,PF,-0.75,-0.6,-0.16,0,"100,964.00",-0.58,-0.38,-0.2
Joe Ingles,2023-24,ORL,"1,169",SF,-0.76,-0.93,0.17,1.2,"4,310,746.00",-0.96,-1.34,0.39
Malik Beasley,2023-24,MIL,"2,337",SG,-0.76,-0.12,-0.64,2.5,"8,580,733.00",-0.61,-0.24,-0.37
Maozinha Pereira,2023-24,MEM,122,SF,-0.76,-1.17,0.41,0.1,"448,853.00",-0.97,-1.23,0.26
Noah Clowney,2023-24,BRK,370,PF,-0.76,-1.65,0.88,0.4,"1,358,890.00",-0.97,-1.62,0.65
Orlando Robinson,2023-24,MIA,304,C,-0.76,-1.46,0.7,0.3,"1,116,753.00",-0.59,-1.19,0.6
Caleb Martin,2023-24,MIA,"1,757",SF,-0.77,-1.23,0.46,1.9,"6,438,668.00",-1.26,-1.47,0.21
D'Moi Hodge,2023-24,LAL,41,SG,-0.77,-0.44,-0.33,0,"151,248.00",-0.67,-0.41,-0.26
Danilo Gallinari,2023-24,WAS/DET/MIL,629,C,-0.77,-0.63,-0.14,0.7,"2,298,067.00",-0.42,-0.07,-0.35
DaQuan Jeffries,2023-24,NYK,46,SG,-0.79,-0.66,-0.12,0,"166,688.00",-0.88,-0.64,-0.25
Isaiah Wong,2023-24,IND,4,SG,-0.79,-0.12,-0.67,0,"15,502.00",-0.8,-0.1,-0.69
Marques Bolden,2023-24,MIL/CHO,121,C,-0.79,-1.27,0.48,0.1,"437,439.00",-0.59,-1.12,0.54
Craig Porter Jr.,2023-24,CLE,649,PG,-0.8,-0.79,0,0.7,"2,336,283.00",-0.21,-0.37,0.16
James Johnson,2023-24,IND,47,PF,-0.8,-0.34,-0.46,0,"169,430.00",-1.01,-0.41,-0.6
Patrick Beverley,2023-24,PHI/MIL,"1,463",PG,-0.8,-0.53,-0.27,1.5,"5,250,429.00",-0.69,-0.78,0.09
Admiral Schofield,2023-24,ORL,84,PF,-0.81,-0.7,-0.11,0.1,"301,584.00",-0.65,-0.44,-0.21
Jacob Toppin,2023-24,NYK,38,SF,-0.81,-0.69,-0.12,0,"136,243.00",-0.86,-0.63,-0.22
Boban Marjanovic,2023-24,HOU,71,C,-0.82,-0.52,-0.29,0.1,"252,165.00",-0.63,-0.35,-0.28
Jules Bernard,2023-24,WAS,149,SG,-0.82,-0.35,-0.47,0.2,"530,312.00",-0.97,-0.44,-0.53
TyTy Washington Jr.,2023-24,MIL,56,PG,-0.82,-0.55,-0.27,0.1,"198,276.00",-0.77,-0.41,-0.36
Haywood Highsmith,2023-24,MIA,"1,366",PF,-0.83,-1.98,1.15,1.4,"4,823,145.00",-1.14,-1.93,0.79
Markelle Fultz,2023-24,ORL,910,PG,-0.83,-1.12,0.3,0.9,"3,217,472.00",-1.12,-1.25,0.13
Tre Mann,2023-24,OKC/CHO,987,PG,-0.83,-1.26,0.43,1,"3,490,178.00",-0.26,-0.53,0.27
Izaiah Brockington,2023-24,NOP,3,PG,-0.84,-0.23,-0.62,0,"11,835.00",-0.88,-0.29,-0.58
Mason Plumlee,2023-24,LAC,674,C,-0.84,-1.22,0.39,0.7,"2,370,861.00",-0.31,-1,0.69
Cole Swider,2023-24,MIA,87,SF,-0.86,-0.6,-0.26,0.1,"301,062.00",-0.87,-0.54,-0.33
Deni Avdija,2023-24,WAS,"2,257",SF,-0.86,-0.85,-0.01,2.3,"7,811,162.00",-1.58,-0.91,-0.67
Tristan Thompson,2023-24,CLE,549,C,-0.86,-0.86,0,0.5,"1,901,433.00",-0.97,-1.23,0.27
Christian Wood,2023-24,LAL,872,PF,-0.87,-1.54,0.68,0.9,"3,008,289.00",-0.44,-1.38,0.94
Quenton Jackson,2023-24,IND,11,PG,-0.87,-0.21,-0.67,0,"36,218.00",-0.8,-0.14,-0.66
Sidy Cissoko,2023-24,SAS,141,SF,-0.88,-1.08,0.2,0.1,"481,265.00",-0.78,-0.97,0.19
Kaiser Gates,2023-24,NOP,7,SF,-0.89,-0.31,-0.57,0,"25,331.00",-0.9,-0.32,-0.58
Patty Mills,2023-24,ATL/MIA,415,PG,-0.89,-0.75,-0.15,0.4,"1,407,948.00",-1.08,-0.77,-0.31
Cody Zeller,2023-24,NOP,315,C,-0.9,-0.94,0.05,0.3,"1,067,968.00",-1.14,-1.07,-0.07
Jalen Crutcher,2023-24,NOP,3,PG,-0.91,-0.32,-0.59,0,"8,864.00",-0.88,-0.3,-0.58
Trey Lyles,2023-24,SAC,"1,158",PF,-0.91,-0.85,-0.06,1.1,"3,889,551.00",-0.89,-0.87,-0.02
Wenyen Gabriel,2023-24,MEM,81,PF,-0.91,-1.16,0.25,0.1,"272,017.00",-1.12,-1.22,0.1
D.J. Wilson,2023-24,PHI,15,PF,-0.92,-0.31,-0.61,0,"51,641.00",-0.94,-0.34,-0.61
E.J. Liddell,2023-24,NOP,23,PF,-0.92,-0.44,-0.48,0,"77,049.00",-0.94,-0.43,-0.51
Jevon Carter,2023-24,CHI,"1,004",PG,-0.92,-0.46,-0.46,1,"3,351,141.00",-1.81,-0.99,-0.82
Keita Bates-Diop,2023-24,PHO/BRK,665,SF,-0.92,-0.93,0.01,0.6,"2,218,719.00",-0.86,-1.12,0.26
Omer Yurtseven,2023-24,UTA,545,C,-0.92,-1.25,0.33,0.5,"1,812,815.00",-0.9,-1.12,0.21
Javonte Smart,2023-24,PHI,1,PG,-0.93,-0.3,-0.64,0,"2,204.00",-0.91,-0.29,-0.63
Micah Potter,2023-24,UTA,186,PF,-0.93,-1.41,0.47,0.2,"614,707.00",-0.88,-1.35,0.47
Moussa Diabate,2023-24,LAC,64,C,-0.93,-0.2,-0.73,0.1,"212,673.00",-0.97,-0.33,-0.64
Charlie Brown Jr.,2023-24,NYK,37,SG,-0.94,-0.81,-0.13,0,"122,809.00",-0.97,-0.74,-0.23
Isaiah Thomas,2023-24,PHO,19,PG,-0.94,-0.25,-0.69,0,"63,967.00",-0.73,-0.13,-0.6
Lester Quinones,2023-24,GSW,394,SG,-0.94,-0.29,-0.65,0.4,"1,293,954.00",-1.07,-0.26,-0.8
Dorian Finney-Smith,2023-24,BRK,"1,934",PF,-0.95,-1.17,0.22,1.8,"6,305,204.00",-1.65,-1.64,-0.01
Taylor Hendricks,2023-24,UTA,856,PF,-0.95,-1.62,0.67,0.8,"2,797,461.00",-0.81,-1.48,0.66
Dylan Windler,2023-24,NYK/LAL/ATL,108,SF,-0.96,-0.85,-0.11,0.1,"351,297.00",-0.62,-0.61,-0.01
Pat Connaughton,2023-24,MIL,"1,676",SF,-0.97,-1.06,0.09,1.6,"5,393,557.00",-1.47,-1.19,-0.28
R.J. Hampton,2023-24,MIA,76,PG,-0.97,-0.72,-0.25,0.1,"245,450.00",-0.93,-0.8,-0.13
OG Anunoby,2023-24,TOR/NYK,"1,702",SF,-0.98,-1.32,0.34,1.6,"5,439,747.00",-0.96,-1.19,0.22
Dennis Schroder,2023-24,TOR/BRK,"2,486",PG,-0.99,0.06,-1.06,2.3,"7,888,989.00",-1.19,-0.08,-1.11
Drew Eubanks,2023-24,PHO,"1,169",C,-1.01,-1.72,0.71,1.1,"3,666,688.00",-0.89,-1.89,1.01
Leonard Miller,2023-24,MIN,52,SF,-1.02,-0.32,-0.71,0,"162,735.00",-1.04,-0.22,-0.82
Devin Vassell,2023-24,SAS,"2,248",SG,-1.03,-0.06,-0.97,2,"6,934,435.00",-0.67,0.23,-0.9
Jack White,2023-24,MEM,64,SF,-1.03,-0.95,-0.07,0.1,"197,410.00",-1,-1.01,0.01
Joshua Primo,2023-24,LAC,10,SG,-1.03,-0.39,-0.63,0,"31,870.00",-0.94,-0.34,-0.6
Daishen Nix,2023-24,MIN,50,PG,-1.04,-0.14,-0.9,0,"153,200.00",-1.19,-0.19,-1
Jermaine Samuels Jr.,2023-24,HOU,60,SF,-1.04,-0.7,-0.33,0.1,"185,282.00",-0.95,-0.65,-0.3
Justin Jackson,2023-24,MIN,1,SF,-1.04,-0.12,-0.92,0,"2,097.00",-1.03,-0.11,-0.92
Robin Lopez,2023-24,MIL,65,C,-1.04,-0.74,-0.3,0.1,"198,476.00",-0.82,-0.52,-0.31
Saddiq Bey,2023-24,ATL,"2,062",SF,-1.04,0.7,-1.74,1.8,"6,325,057.00",-1.15,0.06,-1.21
Bruno Fernando,2023-24,ATL,682,C,-1.05,-2.24,1.19,0.6,"2,085,406.00",-0.29,-1.62,1.34
Danny Green,2023-24,PHI,18,SG,-1.06,-0.48,-0.58,0,"55,992.00",-1.03,-0.43,-0.6
Thaddeus Young,2023-24,TOR/PHO,440,PF,-1.06,-0.8,-0.26,0.4,"1,333,259.00",-1.03,-1.02,-0.01
D.J. Carton,2023-24,TOR,36,SG,-1.07,-0.72,-0.35,0,"106,573.00",-0.8,-0.59,-0.21
Deandre Ayton,2023-24,POR,"1,784",C,-1.07,-1.31,0.24,1.6,"5,381,074.00",-0.97,-1.33,0.36
Ryan Arcidiacono,2023-24,NYK,45,PG,-1.07,-0.97,-0.09,0,"136,096.00",-0.94,-0.8,-0.14
Terquavion Smith,2023-24,PHI,84,PG,-1.08,-0.27,-0.81,0.1,"252,470.00",-1.08,-0.28,-0.8
Colin Castleton,2023-24,LAL,57,C,-1.09,-0.86,-0.23,0,"170,164.00",-0.93,-0.71,-0.22
Jalen Green,2023-24,HOU,"2,602",SG,-1.09,0,-1.09,2.2,"7,718,774.00",0.42,0.77,-0.35
AJ Green,2023-24,MIL,614,SG,-1.1,-0.44,-0.66,0.5,"1,805,647.00",-1.43,-0.28,-1.15
Trevelin Queen,2023-24,ORL,165,SG,-1.1,-1.15,0.05,0.1,"483,919.00",-0.71,-0.92,0.21
Cam Thomas,2023-24,BRK,"2,075",SG,-1.11,0.81,-1.92,1.7,"6,052,886.00",-0.84,0.7,-1.54
Jared Rhoden,2023-24,DET,245,SG,-1.11,-1.57,0.46,0.2,"715,595.00",-0.94,-1.6,0.66
Davis Bertans,2023-24,OKC/CHO,674,PF,-1.12,-0.75,-0.37,0.6,"1,957,037.00",-1.19,-0.58,-0.61
Derrick Jones Jr.,2023-24,DAL,"1,783",SF,-1.12,-1.03,-0.09,1.5,"5,166,935.00",-0.67,-0.93,0.26
Jae Crowder,2023-24,MIL,"1,156",PF,-1.13,-1.45,0.33,1,"3,334,679.00",-1.53,-1.47,-0.06
Jaden Springer,2023-24,PHI/BOS,507,SG,-1.14,-1.29,0.15,0.4,"1,449,091.00",-1.51,-1.34,-0.17
Josh Green,2023-24,DAL,"1,505",SG,-1.14,-0.92,-0.22,1.2,"4,296,429.00",-1.63,-1.35,-0.28
Precious Achiuwa,2023-24,TOR/NYK,"1,624",C,-1.14,-1.48,0.34,1.3,"4,630,246.00",-0.66,-1.37,0.71
Luguentz Dort,2023-24,OKC,"2,246",SF,-1.15,-1.32,0.17,1.8,"6,357,199.00",0.04,-0.43,0.47
Jacob Gilyard,2023-24,MEM/BRK,698,PG,-1.17,-0.86,-0.31,0.6,"1,945,212.00",-1.28,-1.11,-0.17
Jamal Cain,2023-24,MIA,259,PF,-1.17,-1.14,-0.03,0.2,"720,222.00",-1.38,-1.23,-0.15
Santi Aldama,2023-24,MEM,"1,618",PF,-1.17,-0.87,-0.3,1.3,"4,509,006.00",-1.13,-1.56,0.43
A.J. Lawson,2023-24,DAL,311,SG,-1.18,-0.61,-0.56,0.2,"863,827.00",-1.46,-0.75,-0.71
Aaron Wiggins,2023-24,OKC,"1,228",SG,-1.18,-0.77,-0.42,1,"3,387,150.00",-1.2,-0.73,-0.47
Adam Flagler,2023-24,OKC,14,SG,-1.18,-0.15,-1.03,0,"38,923.00",-1.17,-0.12,-1.05
Daniel Theis,2023-24,IND/LAC,"1,015",C,-1.19,-1.28,0.09,0.8,"2,781,628.00",-1.25,-1.65,0.4
Dalano Banton,2023-24,BOS/POR,"1,047",PG,-1.2,-0.3,-0.9,0.8,"2,857,171.00",-0.79,0.1,-0.89
JD Davison,2023-24,BOS,39,SG,-1.2,-0.27,-0.94,0,"105,885.00",-1.3,-0.35,-0.95
Leaky Black,2023-24,CHO,284,SF,-1.2,-1.93,0.73,0.2,"774,302.00",-0.93,-1.9,0.97
Luka Garza,2023-24,MIN,122,C,-1.21,0.01,-1.21,0.1,"330,106.00",-1.29,0.12,-1.41
Norman Powell,2023-24,LAC,"1,990",SG,-1.21,0.22,-1.44,1.6,"5,365,665.00",-1.28,-0.03,-1.25
Tim Hardaway Jr.,2023-24,DAL,"2,120",SF,-1.21,0.68,-1.89,1.7,"5,728,133.00",-0.58,0.89,-1.47
Xavier Moon,2023-24,LAC,119,SG,-1.21,-0.61,-0.6,0.1,"323,086.00",-1.18,-0.49,-0.69
Zavier Simpson,2023-24,MEM,161,PG,-1.21,-1.24,0.03,0.1,"437,173.00",-1.34,-1.39,0.05
Chimezie Metu,2023-24,PHO/DET,859,C,-1.22,-1.85,0.63,0.7,"2,300,560.00",-0.85,-1.4,0.55
Gary Harris,2023-24,ORL,"1,297",SG,-1.22,-1.5,0.27,1,"3,466,852.00",-1.33,-1.54,0.2
Jake LaRavia,2023-24,MEM,806,PF,-1.22,-0.14,-1.07,0.6,"2,168,201.00",-1.59,-0.75,-0.84
Malik Williams,2023-24,TOR,107,C,-1.22,-1.2,-0.02,0.1,"284,889.00",-1.19,-1.18,-0.01
Torrey Craig,2023-24,CHI,"1,049",SF,-1.22,-1.07,-0.15,0.8,"2,810,058.00",-1.63,-1.7,0.07
Chris Livingston,2023-24,MIL,91,SF,-1.23,-1.02,-0.21,0.1,"240,582.00",-1.06,-0.88,-0.18
Jarred Vanderbilt,2023-24,LAL,581,PF,-1.23,-2.25,1.02,0.4,"1,545,477.00",-1.51,-2.22,0.71
Josh Richardson,2023-24,MIA,"1,103",SG,-1.23,-0.94,-0.29,0.8,"2,922,235.00",-1.18,-0.91,-0.27
Kendall Brown,2023-24,IND,63,SG,-1.23,-0.62,-0.61,0,"166,650.00",-1.27,-0.52,-0.75
Svi Mykhailiuk,2023-24,BOS,413,SF,-1.23,0.05,-1.28,0.3,"1,098,789.00",-1.67,-0.02,-1.65
Cason Wallace,2023-24,OKC,"1,692",SG,-1.24,-1.51,0.27,1.3,"4,455,465.00",-0.9,-1.02,0.11
Dereon Seabron,2023-24,NOP,55,SG,-1.24,-0.79,-0.45,0,"145,292.00",-1.13,-0.64,-0.48
Trendon Watford,2023-24,BRK,857,PF,-1.24,-1.24,0,0.7,"2,254,646.00",-1.21,-1.22,0.01
Sasha Vezenkov,2023-24,SAC,511,PF,-1.25,-1.01,-0.24,0.4,"1,336,223.00",-0.8,-0.52,-0.28
Kira Lewis Jr.,2023-24,NOP/TOR/UTA,264,PG,-1.26,-0.64,-0.63,0.2,"685,039.00",-0.94,-0.41,-0.53
Cameron Payne,2023-24,MIL/PHI,"1,304",PG,-1.27,-0.36,-0.92,1,"3,346,414.00",-1.03,0.03,-1.06
Grant Williams,2023-24,DAL/CHO,"2,130",PF,-1.27,-0.97,-0.3,1.6,"5,465,953.00",-1.69,-1.31,-0.38
Nickeil Alexander-Walker,2023-24,MIN,"1,921",SG,-1.27,-1.56,0.29,1.4,"4,960,218.00",-0.78,-1.03,0.25
Aaron Holiday,2023-24,HOU,"1,269",PG,-1.28,-0.99,-0.29,0.9,"3,247,883.00",-1.84,-1.09,-0.75
Cody Martin,2023-24,CHO,753,SF,-1.29,-2,0.71,0.6,"1,907,445.00",-1.29,-1.91,0.62
Lindy Waters III,2023-24,OKC,280,SG,-1.29,-0.04,-1.25,0.2,"708,119.00",-0.95,0.25,-1.2
Theo Maledon,2023-24,CHO/PHO,213,PG,-1.29,-0.77,-0.51,0.2,"540,814.00",-1.22,-0.86,-0.36
DeAndre Jordan,2023-24,DEN,396,C,-1.31,-1.44,0.13,0.3,"980,008.00",-0.8,-1.44,0.63
Rui Hachimura,2023-24,LAL,"1,791",PF,-1.31,-0.59,-0.72,1.3,"4,451,825.00",-0.93,-0.42,-0.51
Jordan Miller,2023-24,LAC,28,SF,-1.32,-0.49,-0.83,0,"69,418.00",-1.08,-0.45,-0.63
Luka Samanic,2023-24,UTA,404,PF,-1.33,-0.96,-0.37,0.3,"989,958.00",-1.08,-0.76,-0.33
Nate Williams,2023-24,HOU,129,SG,-1.33,-0.6,-0.73,0.1,"315,465.00",-1.44,-0.78,-0.66
Braxton Key,2023-24,DEN,60,SF,-1.34,-0.8,-0.55,0,"144,918.00",-1.3,-0.7,-0.6
Wesley Matthews,2023-24,ATL,413,SG,-1.34,-1.87,0.53,0.3,"1,002,615.00",-1.17,-1.81,0.64
Chris Duarte,2023-24,SAC,719,SF,-1.36,-1.56,0.2,0.5,"1,703,901.00",-1.46,-1.51,0.04
Jalen Hood-Schifino,2023-24,LAL,109,SG,-1.37,-1.03,-0.34,0.1,"255,817.00",-1.18,-0.93,-0.25
Markieff Morris,2023-24,DAL,216,PF,-1.37,-1.19,-0.18,0.1,"510,983.00",-1.05,-0.89,-0.16
Mike Muscala,2023-24,WAS/DET/OKC,600,C,-1.37,-1.21,-0.17,0.4,"1,412,476.00",-1.39,-1.13,-0.26
Andrew Nembhard,2023-24,IND,"1,697",PG,-1.38,-1,-0.38,1.1,"3,954,453.00",-1.64,-0.41,-1.22
Kris Murray,2023-24,POR,"1,348",SF,-1.38,-1.79,0.41,0.9,"3,145,207.00",-2.73,-2.4,-0.33
Olivier Sarr,2023-24,OKC,98,C,-1.38,-0.89,-0.49,0.1,"230,080.00",-1.31,-0.78,-0.53
Ibou Badji,2023-24,POR,226,C,-1.39,-2.89,1.5,0.2,"521,021.00",-1.13,-2.69,1.56
Emoni Bates,2023-24,CLE,133,SF,-1.4,-0.95,-0.45,0.1,"303,329.00",-1.17,-0.76,-0.41
Jaylen Nowell,2023-24,MEM/DET,214,SG,-1.4,-1.05,-0.34,0.1,"491,715.00",-1.16,-0.89,-0.27
Maxi Kleber,2023-24,DAL,871,C,-1.4,-2.48,1.08,0.6,"1,989,540.00",-1.47,-2.12,0.65
Toumani Camara,2023-24,POR,"1,739",PF,-1.4,-1.77,0.37,1.2,"3,993,913.00",-2.95,-2.77,-0.18
De'Andre Hunter,2023-24,ATL,"1,681",SF,-1.41,-0.81,-0.6,1.1,"3,819,390.00",-1.35,-0.48,-0.86
Matt Hurt,2023-24,MEM,113,PF,-1.41,-1.25,-0.16,0.1,"256,860.00",-1.28,-1.13,-0.15
Trent Forrest,2023-24,ATL,414,SG,-1.41,-1.49,0.09,0.3,"940,475.00",-1.48,-1.52,0.04
Christian Braun,2023-24,DEN,"1,656",SG,-1.42,-0.96,-0.46,1.1,"3,740,791.00",-1.26,-1.25,-0.01
