Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,NetRtg,ORtg,DRtg,Player-additional
90,Max Christie,SG,19,LAL,41,3,512,4.1,9.8,0.415,2.4,5.7,0.419,1.7,4.1,0.409,1.3,1.5,0.875,0.6,6.3,6.9,1.9,0.8,0.6,1.2,3.1,11.8,-5,111,116,chrisma02
91,Josh Christopher,SG,21,HOU,64,2,786,9.4,20.3,0.465,1.3,5.5,0.236,8.1,14.8,0.55,2.8,3.7,0.75,1.2,3.1,4.4,4.5,2,0.9,3.7,3.6,22.9,-18,102,120,chrisjo01
92,Brandon Clarke,PF,26,MEM,56,8,1090,10,15.2,0.656,0,0.3,0.167,9.9,14.9,0.665,4.3,6,0.723,4,9.5,13.5,3.1,1.5,1.6,2.4,5.7,24.3,22,131,109,clarkbr01
93,Jordan Clarkson,SG,30,UTA,61,61,1988,11,24.8,0.444,3.7,11,0.338,7.3,13.7,0.53,4.8,5.9,0.816,1.7,4.2,5.9,6.5,0.8,0.3,4.5,2.9,30.5,-11,109,120,clarkjo01
94,Nic Claxton,C,23,BRK,76,76,2271,8.9,12.6,0.705,0,0,0,8.9,12.6,0.708,2.9,5.3,0.541,4,11.1,15.1,3.1,1.4,4.1,2.1,4.6,20.7,24,132,108,claxtni01
95,Amir Coffey,SF,25,LAC,50,9,625,4.4,11.4,0.386,0.9,3.1,0.275,3.5,8.2,0.429,3.8,4.9,0.778,1.3,2.8,4.2,4.2,0.5,0.4,1.6,3.9,13.5,-12,108,120,coffeam01
96,John Collins,PF,25,ATL,71,71,2130,8,15.8,0.508,1.6,5.4,0.292,6.5,10.5,0.619,3.2,4,0.803,1.7,8.6,10.3,1.9,0.9,1.6,1.8,4.9,20.8,2,117,115,collijo01
97,Zach Collins,C,25,SAS,63,26,1441,9.3,18,0.518,1.8,4.8,0.374,7.5,13.1,0.571,3.5,4.7,0.761,3.8,9.4,13.2,5.9,1.2,1.6,4.2,6.5,24,-6,112,118,colliza01
98,Chance Comanche,C,26,POR,1,0,21,7,11.6,0.6,0,0,,7,11.6,0.6,2.3,9.3,0.25,4.6,2.3,7,0,0,2.3,0,0,16.2,-8,115,123,comanch01
99,Mike Conley,PG,35,TOT,67,66,2029,6.1,14.3,0.428,3.2,8.2,0.385,3,6.1,0.486,3.3,4,0.834,0.8,3.5,4.3,10.6,1.7,0.3,2.4,3.3,18.7,7,125,118,conlemi01
99,Mike Conley,PG,35,UTA,43,42,1276,5.7,14,0.408,2.9,8,0.362,2.8,6.1,0.469,2.9,3.6,0.813,0.6,3.4,4,12.4,1.6,0.4,2.8,3.5,17.3,4,123,119,conlemi01
99,Mike Conley,PG,35,MIN,24,24,753,6.8,14.8,0.46,3.7,8.7,0.42,3.2,6.1,0.515,4,4.6,0.863,1,3.7,4.7,7.6,1.8,0.3,1.8,2.8,21.3,14,130,116,conlemi01
100,Pat Connaughton,SF,30,MIL,61,33,1443,5.5,13.9,0.392,3.6,10.7,0.339,1.9,3.3,0.566,0.9,1.4,0.659,1.7,7.7,9.4,2.5,1.2,0.4,1.1,2.3,15.4,-1,112,113,connapa01
101,Xavier Cooks,PF,27,WAS,10,1,126,6.6,10.8,0.607,0,0.4,0,6.6,10.4,0.63,1.5,3.9,0.4,6.2,8.5,14.7,2.3,2.3,1.5,3.1,5,14.7,1,113,112,cooksxa01
102,Robert Covington,PF,32,LAC,48,0,779,6.4,14.4,0.445,3.4,8.6,0.397,3,5.8,0.516,1.9,2.5,0.75,1.9,8.5,10.4,3.6,2.4,2.1,2,5.4,18.1,6,116,110,covinro01
103,Torrey Craig,PF,32,PHO,79,60,1948,5.7,12.5,0.456,2.5,6.3,0.395,3.2,6.2,0.518,0.8,1.1,0.711,3.6,7,10.7,2.9,1.3,1.6,1.8,4.5,14.8,3,116,113,craigto01
104,Jae Crowder,PF,32,MIL,18,3,340,6.3,13.2,0.479,3.4,7.7,0.436,2.9,5.5,0.538,1.4,1.7,0.833,2.4,7.3,9.7,3.8,1.7,0.8,1,3.8,17.4,22,133,111,crowdja01
105,Jarrett Culver,SF,23,ATL,10,1,137,5.9,15,0.395,0.3,4.2,0.083,5.6,10.8,0.516,3.1,4.5,0.692,3.5,9.7,13.2,2.1,2.1,0.7,2.4,4.9,15.3,-17,96,113,culveja01
106,Cade Cunningham,PG,21,DET,12,12,400,11.3,27.1,0.415,2.1,7.4,0.279,9.2,19.7,0.466,4.4,5.2,0.837,1.5,7.5,9,8.7,1.2,0.8,4.7,4.1,29,-19,100,119,cunnica01
107,Seth Curry,SG,32,BRK,61,7,1211,8.4,18.1,0.463,3.8,9.4,0.405,4.6,8.7,0.525,2.1,2.2,0.927,0.5,3.5,4,4,1.5,0.3,2.1,3.9,22.6,-4,113,117,curryse01
108,Stephen Curry,PG,34,GSW,56,56,1941,13.6,27.6,0.493,6.6,15.5,0.427,7,12,0.579,6.3,6.8,0.915,0.9,7.3,8.3,8.6,1.3,0.5,4.4,2.8,40.1,8,123,115,curryst01
109,Dyson Daniels,PG,19,NOP,59,11,1042,4,9.7,0.418,1.3,4,0.314,2.8,5.7,0.492,1.2,1.9,0.65,1.7,7.1,8.7,6.2,2,0.5,2.7,4.6,10.6,-7,105,112,daniedy01
110,Anthony Davis,C,29,LAL,56,54,1904,13.5,23.9,0.563,0.5,1.8,0.257,13,22.1,0.589,8.7,11,0.784,4.9,12.6,17.5,3.7,1.5,2.8,3,3.6,36.1,16,124,108,davisan02
111,Johnny Davis,SG,20,WAS,28,5,423,7.6,19.7,0.386,2,8.1,0.243,5.6,11.6,0.485,1.6,3.1,0.519,1.2,6.3,7.5,3.2,1.2,0.9,2,5.5,18.8,-25,92,117,davisjo06
112,Terence Davis,SG,25,SAC,64,5,841,8.8,20.7,0.423,5.1,13.8,0.366,3.7,6.9,0.537,1.9,2.4,0.791,1.1,6.8,7.9,3.8,2.4,0.7,3,5.9,24.5,-8,106,114,daviste02
113,JD Davison,SG,20,BOS,12,0,66,5.9,14,0.421,1.5,5.2,0.286,4.4,8.9,0.5,0.7,1.5,0.5,1.5,5.2,6.6,8.1,1.5,1.5,3,3.7,14,-8,104,112,davisjd01
114,Darius Days,SF,23,HOU,4,0,25,9.7,23.3,0.417,5.8,19.4,0.3,3.9,3.9,1,3.9,3.9,1,1.9,9.7,11.6,1.9,0,1.9,0,3.9,29.1,12,132,120,daysda01
115,Dewayne Dedmon,C,33,TOT,38,1,426,9,17.7,0.51,1.4,4.6,0.308,7.6,13.1,0.58,3.9,5.7,0.673,4,11.7,15.7,3,1.1,2.2,2.9,8.8,23.3,2,112,110,dedmode01
115,Dewayne Dedmon,C,33,MIA,30,0,350,9.1,18.4,0.496,1.6,5.3,0.297,7.6,13.1,0.576,4.6,6.3,0.727,4,11.5,15.5,2.3,1,2,2.7,8.7,24.4,3,113,110,dedmode01
115,Dewayne Dedmon,C,33,PHI,8,1,76,8.5,14.3,0.591,0.7,1.3,0.5,7.8,13,0.6,0.7,3.3,0.2,3.9,12.4,16.3,6.5,1.3,3.3,3.9,9.1,18.3,2,110,108,dedmode01
116,Matthew Dellavedova,PG,32,SAC,32,0,213,3.8,11.2,0.34,2,6.1,0.333,1.8,5.2,0.348,0.9,1.6,0.571,0.2,2.7,2.9,9.2,1.6,0,2.2,4.5,10.6,-14,105,119,dellama01
117,DeMar DeRozan,SF,33,CHI,74,74,2682,11.9,23.7,0.504,0.8,2.6,0.324,11.1,21.1,0.526,8.3,9.5,0.872,0.6,5.6,6.2,6.8,1.5,0.7,2.8,3.4,33,6,119,113,derozde01
118,Moussa Diabaté,C,21,LAC,22,1,195,6,11.8,0.511,0.3,0.5,0.5,5.8,11.3,0.511,2.5,4,0.625,7.8,4.8,12.6,1,1.8,2,2.3,3.8,14.8,3,117,114,diabamo01
119,Mamadi Diakite,C,26,CLE,22,2,176,6.8,14.2,0.48,2,6,0.333,4.8,8.3,0.586,0.6,0.6,1,2.3,6.3,8.5,2.3,1.1,2.6,3.4,7.4,16.2,-10,99,109,diakima01
120,Hamidou Diallo,SF,24,DET,56,0,996,10.5,18.2,0.573,0.2,1,0.238,10.2,17.2,0.593,4.2,7.2,0.588,2.8,6.7,9.4,2.7,2.6,0.8,3.5,6,25.4,-7,109,116,diallha01
121,Gorgui Dieng,C,33,SAS,31,1,358,5.9,15.4,0.385,2.8,9.9,0.28,3.2,5.5,0.571,1.3,1.7,0.769,3.6,10.6,14.1,7,0.5,1.8,4.2,7.5,16,-18,100,118,dienggo01
122,Ousmane Dieng,PF,19,OKC,39,1,569,6.3,15.1,0.42,2.2,8.2,0.265,4.2,6.9,0.602,1.3,1.9,0.652,1.6,7.2,8.8,3.8,1.2,0.6,2.2,3.5,16.1,-12,103,115,diengou01
123,Spencer Dinwiddie,SG-PG,29,TOT,79,79,2725,8.3,19,0.438,3.3,8.9,0.369,5.1,10.2,0.498,4.9,6,0.812,0.5,4.4,4.9,9.3,1.2,0.4,2.6,3.4,24.8,0,118,118,dinwisp01
123,Spencer Dinwiddie,SG,29,DAL,53,53,1808,8.7,19.1,0.455,3.8,9.4,0.405,4.9,9.7,0.504,4.7,5.7,0.821,0.5,4,4.5,7.7,1.1,0.4,2.5,3.4,25.8,1,120,119,dinwisp01
123,Spencer Dinwiddie,PG,29,BRK,26,26,917,7.7,19,0.404,2.3,7.9,0.289,5.4,11,0.488,5.2,6.5,0.797,0.5,5.2,5.7,12.6,1.5,0.4,2.9,3.4,22.8,-1,115,116,dinwisp01
124,Donte DiVincenzo,SG,26,GSW,72,36,1894,5.9,13.5,0.435,3.7,9.4,0.397,2.1,4,0.525,1.4,1.8,0.817,2,6.1,8.1,6.3,2.4,0.2,2.8,3.3,16.9,4,117,113,divindo01
125,Luka Don?i?,PG,23,DAL,66,66,2391,14.9,30.1,0.496,3.8,11.2,0.342,11.1,18.9,0.588,10.7,14.4,0.742,1.1,10.7,11.8,11,1.9,0.7,4.9,3.5,44.4,7,120,113,doncilu01
126,Tyler Dorsey,SF,26,DAL,3,0,8,24.9,31.1,0.8,6.2,12.4,0.5,18.6,18.6,1,0,0,,6.2,6.2,12.4,0,0,0,0,0,55.9,49,170,121,dorsety01
127,Luguentz Dort,SF,23,OKC,74,73,2272,7.1,18.3,0.388,2.8,8.6,0.33,4.3,9.7,0.44,4.2,5.4,0.772,2.7,4.5,7.2,3.2,1.6,0.5,1.9,5.1,21.2,-7,109,116,dortlu01
128,Ayo Dosunmu,SG,23,CHI,80,51,2098,6.5,13.2,0.493,1.4,4.4,0.312,5.2,8.8,0.583,1.5,1.9,0.805,1,4.1,5.1,4.8,1.4,0.6,2.3,4.2,16,-6,109,115,dosunay01
129,Devon Dotson,PG,23,WAS,6,0,53,0.9,9.2,0.1,0.9,3.7,0.25,0,5.5,0,0,0,,5.5,3.7,9.2,7.4,4.6,0,2.8,8.3,2.8,-31,81,112,dotsode01
130,Jeff Dowtin,PG,25,TOR,25,0,259,4.8,10.9,0.439,1,3.1,0.313,3.8,7.8,0.488,1.1,1.7,0.667,1.1,3.2,4.4,5.9,1.7,0.6,1,2.5,11.6,1,118,117,dowtije01
131,PJ Dozier,SF,26,SAC,16,0,79,6.1,20,0.303,1.2,9.7,0.125,4.8,10.3,0.471,0,0,,0.6,7.9,8.5,6.1,3.6,0.6,3,4.2,13.3,-35,76,111,doziepj01
132,Goran Dragi?,PG,36,TOT,58,0,870,7.9,18.7,0.421,2.9,8.1,0.359,5,10.6,0.468,1.7,2.5,0.689,0.9,3.6,4.5,8.4,0.7,0.2,3.5,3.6,20.4,-14,103,117,dragigo01
132,Goran Dragi?,PG,36,CHI,51,0,787,7.9,18.5,0.425,2.8,7.9,0.352,5.1,10.6,0.48,1.7,2.5,0.659,0.8,3.5,4.3,8.6,0.7,0.2,3.5,3.9,20.2,-14,103,117,dragigo01
132,Goran Dragi?,PG,36,MIL,7,0,83,8.1,20.7,0.389,4,9.8,0.412,4,10.9,0.368,2.3,2.3,1,1.7,5.2,6.9,6.9,1.2,0,4,1.2,22.4,-11,104,115,dragigo01
133,Andre Drummond,C,29,CHI,67,0,849,9.5,15.7,0.606,0,0.2,0,9.5,15.5,0.613,3.8,7.2,0.536,7.9,17.6,25.5,1.9,2.6,1.5,4.3,6.7,22.9,10,113,103,drumman01
134,Chris Duarte,SF,25,IND,46,12,897,6.5,17.6,0.369,2.9,9.2,0.316,3.6,8.4,0.428,3.2,3.8,0.847,1,5.1,6.1,3.4,1.3,0.5,2.2,3.4,19.2,-19,101,120,duartch01
135,David Duke Jr.,SG,23,BRK,23,0,228,7.7,16.7,0.462,0.2,2.6,0.083,7.5,14.1,0.53,2.6,3.6,0.706,2.4,3.9,6.2,4.5,2.1,0.2,3.9,6.6,18.2,-20,96,116,dukeda01
136,Kris Dunn,PG,28,UTA,22,3,568,9.8,18.2,0.537,1.4,3,0.472,8.3,15.1,0.55,3.4,4.5,0.774,0.8,7.7,8.4,10.4,2.1,0.8,2.9,4.9,24.4,11,125,114,dunnkr01
137,Kevin Durant,PF,34,TOT,47,47,1672,14.1,25.2,0.56,2.7,6.7,0.404,11.4,18.5,0.617,9,9.8,0.919,0.5,8.6,9.1,6.9,1,2,4.6,2.9,39.9,10,123,113,duranke01
137,Kevin Durant,PF,34,BRK,39,39,1403,14.3,25.5,0.559,2.5,6.6,0.376,11.8,19,0.622,9.3,10,0.934,0.5,8.6,9.1,7.2,1.1,2,4.7,3.2,40.3,9,122,113,duranke01
137,Kevin Durant,PF,34,PHO,8,8,269,13.3,23.3,0.57,4,7.4,0.537,9.3,15.8,0.586,7.3,8.7,0.833,0.5,8.7,9.3,5.1,0.4,1.8,3.6,1.3,37.8,13,127,114,duranke01
138,Jalen Duren,C,19,DET,67,31,1670,7.5,11.6,0.648,0,0.1,0,7.5,11.5,0.652,2.8,4.6,0.611,6.6,10.6,17.3,2.2,1.3,1.7,2.7,5.3,17.8,10,126,116,durenja01
139,Tari Eason,PF,21,HOU,82,5,1767,8.1,18.1,0.448,1.6,4.7,0.343,6.5,13.4,0.486,3,4,0.752,5.3,8.3,13.6,2.4,2.6,1.3,2.8,5.2,20.9,-5,110,115,easonta01
140,Anthony Edwards,SG,21,MIN,79,79,2842,11.8,25.8,0.459,3.6,9.7,0.369,8.3,16.1,0.513,5.3,7.1,0.756,0.8,6.9,7.7,5.9,2.1,1,4.3,3.1,32.5,-7,106,113,edwaran01
141,Kessler Edwards,SF,22,TOT,36,4,385,4.5,11.6,0.387,2.1,6.9,0.309,2.4,4.7,0.5,1.4,1.9,0.733,2.9,4.7,7.6,2.9,1.7,0.7,1.6,5,12.5,-9,108,117,edwarke02
141,Kessler Edwards,SF,22,BRK,14,1,79,3.7,14.8,0.25,1.2,7.4,0.167,2.5,7.4,0.333,0.6,1.2,0.5,3.7,4.9,8.7,1.2,1.9,0.6,2.5,1.9,9.3,-44,71,115,edwarke02
141,Kessler Edwards,SF,22,SAC,22,3,306,4.7,10.8,0.435,2.3,6.7,0.349,2.3,4.1,0.577,1.6,2,0.769,2.7,4.7,7.3,3.3,1.7,0.8,1.4,5.8,13.3,3,120,117,edwarke02
142,Keon Ellis,SG,23,SAC,16,0,71,4.7,10.8,0.438,4,8.1,0.5,0.7,2.7,0.25,2.7,4.7,0.571,2.7,2.7,5.4,4,3.4,0.7,0.7,6.7,16.2,24,138,114,elliske01
143,Joel Embiid,C,28,PHI,66,66,2284,15.8,28.8,0.548,1.4,4.3,0.33,14.4,24.5,0.587,14.3,16.7,0.857,2.5,12.1,14.5,5.9,1.4,2.4,4.9,4.4,47.4,15,124,109,embiijo01
144,Drew Eubanks,C,25,POR,78,28,1584,6.6,10.3,0.641,0.2,0.6,0.389,6.4,9.7,0.655,2.6,3.8,0.664,4.1,8.8,12.9,3.2,1.2,3.1,2.1,5.2,15.9,15,130,115,eubandr01
145,Bruno Fernando,C,24,TOT,39,4,405,7.1,13.4,0.527,0,0.5,0,7.1,12.9,0.546,4.2,6,0.7,6.5,9.9,16.4,3.7,0.7,4.1,3,8.8,18.3,3,118,115,fernabr01
145,Bruno Fernando,C,24,HOU,31,4,364,6.4,12.4,0.516,0,0.1,0,6.4,12.3,0.522,4,5.9,0.682,6.4,9.9,16.2,4,0.8,4.1,2.7,9.1,16.8,4,119,115,fernabr01
145,Bruno Fernando,C,24,ATL,8,0,41,12.8,22.1,0.579,0,3.5,0,12.8,18.6,0.688,5.8,7,0.833,7,10.5,17.4,1.2,0,3.5,5.8,7,31.4,-4,110,114,fernabr01
146,Dorian Finney-Smith,PF,29,TOT,66,66,2009,4.8,12.3,0.391,2.8,8.3,0.337,2,4,0.503,1.1,1.5,0.763,2.8,5,7.8,2.5,1.4,0.9,1.5,3.5,13.5,-8,109,117,finnedo01
146,Dorian Finney-Smith,PF,29,DAL,40,40,1288,5,12,0.416,3,8.4,0.355,2,3.6,0.559,1.2,1.5,0.75,2.6,4.7,7.3,2.3,1.5,0.8,1.4,3.1,14.1,-4,114,118,finnedo01
146,Dorian Finney-Smith,PF,29,BRK,26,26,721,4.5,12.9,0.351,2.5,8.2,0.306,2,4.7,0.429,1,1.3,0.789,3.2,5.5,8.7,2.8,1.2,1.1,1.8,4.3,12.6,-15,101,116,finnedo01
147,Malachi Flynn,PG,24,TOR,53,2,691,6.2,17.3,0.36,3.4,9.5,0.353,2.9,7.8,0.367,1.8,2.4,0.758,1.1,4.4,5.4,5,1.5,0.3,1.8,4.7,17.6,-12,105,117,flynnma01
148,Simone Fontecchio,SF,27,UTA,52,6,766,7.2,19.5,0.369,3.9,11.9,0.33,3.2,7.5,0.43,2.2,2.7,0.795,1.9,3.4,5.4,2.6,0.9,0.5,2.4,3.9,20.5,-19,101,120,fontesi01
149,Bryn Forbes,SG,29,MIN,25,0,268,5.3,14.7,0.361,2.5,8.2,0.304,2.8,6.6,0.432,2.7,2.7,1,0.7,1.9,2.7,3,1.2,0.4,2.1,3.9,15.8,-19,99,118,forbebr01
150,Trent Forrest,SG,24,ATL,23,3,277,4.3,10.3,0.417,0,0.3,0,4.3,10,0.431,0.3,0.5,0.667,0.9,5.5,6.4,6.5,1.2,0.3,2.6,2.9,8.9,-25,93,118,forretr01
151,Michael Foster Jr.,PF,20,PHI,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-122,,122,fostemi02
152,Evan Fournier,SG,30,NYK,27,7,459,6,17.9,0.337,3.8,12.3,0.307,2.3,5.6,0.404,1.9,2.3,0.857,0.4,4.8,5.3,3.9,1.7,0.3,2.4,5,17.8,-18,98,116,fournev01
153,De'Aaron Fox,PG,25,SAC,73,73,2435,13.4,26.2,0.512,2.3,7.2,0.324,11.1,18.9,0.584,6.7,8.6,0.78,0.8,5.2,6,8.8,1.6,0.5,3.6,3.4,35.9,2,119,117,foxde01
154,Markelle Fultz,PG,24,ORL,60,60,1778,9.5,18.5,0.514,0.7,2.4,0.31,8.8,16.1,0.544,3,3.9,0.783,1.9,4.5,6.4,9.3,2.4,0.7,3.8,3.6,22.8,-1,113,114,fultzma01
155,Wenyen Gabriel,C,25,LAL,68,2,1024,7.2,12,0.596,0.5,1.7,0.278,6.7,10.4,0.647,2.4,3.9,0.619,5.4,7.9,13.2,1.7,1.2,1.6,2.1,6.7,17.2,10,123,113,gabriwe01
156,Daniel Gafford,C,24,WAS,78,47,1604,8.8,12,0.732,0,0,,8.8,12,0.732,3.9,5.7,0.679,4.9,8.2,13.1,2.6,1,3,2.6,5.7,21.4,22,135,113,gaffoda01
157,Darius Garland,PG,23,CLE,69,69,2447,10.7,23.1,0.462,3.5,8.4,0.41,7.2,14.7,0.492,5.7,6.6,0.863,0.6,3.2,3.8,11,1.7,0.2,4.1,3,30.5,5,118,113,garlada01
158,Usman Garuba,C,20,HOU,75,1,970,4.3,8.8,0.486,1.2,2.9,0.407,3.1,5.9,0.525,1.4,2.3,0.617,6,9.3,15.3,3.2,2.2,1.4,2.3,6.7,11.2,4,119,115,garubus01
159,Luka Garza,C,24,MIN,28,0,243,12.3,22.7,0.543,2.7,7.6,0.359,9.6,15.1,0.636,8,10.2,0.788,6.5,5.9,12.3,3.5,0.6,0.4,2.7,8.4,35.4,13,130,117,garzalu01
160,Rudy Gay,PF,36,UTA,56,0,816,6.4,16.8,0.38,1.9,7.6,0.254,4.4,9.2,0.484,2.5,2.9,0.857,1.9,7.6,9.5,3.3,1.1,1.1,2.2,4,17.2,-16,101,117,gayru01
161,Paul George,SF,32,LAC,56,56,1939,11.6,25.4,0.457,4,10.8,0.371,7.6,14.6,0.521,6.5,7.4,0.871,1.1,7.5,8.6,7.3,2.1,0.5,4.4,4,33.7,0,113,113,georgpa01
162,Taj Gibson,C,37,WAS,49,2,480,6.6,12.7,0.52,0.8,2.4,0.333,5.8,10.2,0.564,3,4.3,0.714,3.2,6.2,9.4,3.4,1.5,1.2,2.6,8.5,17,-1,114,115,gibsota01
163,Josh Giddey,PF,20,OKC,76,76,2367,10.8,22.4,0.482,1.5,4.7,0.325,9.3,17.7,0.524,2.1,2.9,0.731,3,9.1,12,9.4,1.1,0.6,4.2,2.9,25.3,-5,109,114,giddejo01
164,Shai Gilgeous-Alexander,PG,24,OKC,68,68,2416,13.8,27.2,0.51,1.1,3.3,0.345,12.7,23.8,0.533,13.2,14.5,0.905,1.2,5.3,6.5,7.3,2.2,1.3,3.8,3.8,42,12,125,113,gilgesh01
165,Anthony Gill,PF,30,WAS,59,8,624,5.5,10.3,0.538,0.3,2.3,0.138,5.2,8,0.65,3.8,5.2,0.731,2.9,4.8,7.7,2.7,0.5,0.9,1.2,5.5,15.2,8,127,119,gillan01
166,Jacob Gilyard,PG,24,MEM,1,0,41,1.2,3.5,0.333,1.2,3.5,0.333,0,0,,0,0,,0,4.6,4.6,8.1,3.5,0,2.3,3.5,3.5,-2,108,110,gilyaja01
167,Rudy Gobert,C,30,MIN,70,70,2148,8,12.1,0.659,0,0.1,0,8,12,0.663,4.8,7.5,0.644,5.1,12.9,18,1.9,1.2,2.1,2.7,4.6,20.8,18,127,109,goberru01
168,Jordan Goodwin,PG,24,WAS,62,7,1106,7,15.5,0.448,1.7,5.2,0.322,5.3,10.3,0.511,2.3,3,0.768,2.5,6.5,9,7.4,2.6,1.1,2.5,4.2,17.9,0,113,113,goodwjo01
169,Aaron Gordon,PF,27,DEN,68,68,2055,10.2,18.1,0.564,1.4,4.1,0.347,8.8,14,0.628,4.5,7.5,0.608,3.9,6.7,10.6,4.8,1.3,1.2,2.3,3.1,26.4,9,124,115,gordoaa01
170,Eric Gordon,SG,34,TOT,69,58,1965,7.2,16.2,0.446,3.3,8.8,0.371,3.9,7.3,0.535,3.5,4.3,0.821,0.4,2.9,3.3,4.5,1.1,0.6,2.6,1.9,21.2,-7,115,122,gordoer01
170,Eric Gordon,SG,34,HOU,47,47,1418,7.2,16.3,0.439,2.9,8.4,0.347,4.3,8,0.536,3.8,4.6,0.815,0.4,2.9,3.3,4.6,1,0.6,2.8,1.5,21,-10,113,123,gordoer01
170,Eric Gordon,SG,34,LAC,22,11,547,7.3,15.7,0.463,4.2,9.9,0.423,3,5.7,0.531,2.9,3.4,0.842,0.4,3,3.3,4.2,1.2,0.7,1.9,3,21.6,4,122,118,gordoer01
171,Devonte' Graham,PG,27,TOT,73,8,1338,5.8,15.5,0.374,4.3,12.1,0.352,1.5,3.3,0.452,3.5,4.7,0.748,0.7,3.7,4.4,7,1.6,0.6,1.9,2.8,19.3,0,117,117,grahade01
171,Devonte' Graham,PG,27,NOP,53,0,811,5.1,13.8,0.368,3.9,11.4,0.347,1.1,2.4,0.463,2.6,3.5,0.746,0.7,3.6,4.3,6.9,1.8,0.6,1.6,2.9,16.7,4,118,114,grahade01
171,Devonte' Graham,PG,27,SAS,20,8,527,6.8,17.9,0.38,4.7,13.3,0.358,2.1,4.7,0.442,4.8,6.5,0.75,0.6,3.9,4.5,7.2,1.3,0.5,2.3,2.8,23.2,-6,116,122,grahade01
172,Jerami Grant,PF,28,POR,63,63,2246,9.4,19.8,0.475,3.1,7.8,0.401,6.3,12,0.523,6,7.4,0.813,1.1,5,6.1,3.3,1.1,1.1,2.5,3.3,28,-3,117,120,grantje01
173,RaiQuan Gray,PF,23,BRK,1,0,35,8.4,16.7,0.5,2.8,7,0.4,5.6,9.8,0.571,2.8,2.8,1,4.2,8.4,12.6,9.8,0,1.4,5.6,7,22.3,-1,115,116,grayra01
174,A.J. Green,SG,23,MIL,35,1,345,7.3,17.3,0.424,6.1,14.5,0.419,1.2,2.8,0.45,0.6,0.6,1,0.8,5.4,6.2,3,0.8,0,1.2,4.3,21.3,6,121,115,greenaj01
175,Danny Green,SG,35,TOT,11,0,138,7.9,17.5,0.449,5.7,13.2,0.432,2.1,4.3,0.5,0.4,0.4,1,1.1,3.9,5,2.1,2.1,1.1,3.6,5.7,21.8,-8,103,111,greenda02
175,Danny Green,SG,35,MEM,3,0,43,3.3,12.1,0.273,3.3,8.8,0.375,0,3.3,0,0,0,,1.1,3.3,4.4,2.2,1.1,0,3.3,6.6,9.9,-39,77,116,greenda02
175,Danny Green,SG,35,CLE,8,0,95,10,20.1,0.5,6.9,15.3,0.448,3.2,4.8,0.667,0.5,0.5,1,1.1,4.2,5.3,2.1,2.6,1.6,3.7,5.3,27.5,2,111,109,greenda02
176,Draymond Green,PF,32,GSW,73,73,2297,5.1,9.7,0.527,0.8,2.7,0.305,4.3,7.1,0.612,1.6,2.2,0.713,1.4,9.4,10.8,10.3,1.5,1.2,4.2,4.7,12.7,2,114,112,greendr01
177,Jalen Green,SG,20,HOU,76,76,2602,10.5,25.3,0.416,3.5,10.3,0.338,7.1,15,0.471,6.8,8.6,0.786,0.8,4.5,5.3,5.2,1.1,0.3,3.7,2.4,31.4,-13,109,122,greenja05
178,JaMychal Green,PF,32,GSW,57,1,797,8.1,14.9,0.54,2.5,6.6,0.378,5.6,8.4,0.667,3.1,4,0.776,4.3,7.9,12.1,3,1.5,1.4,3.1,6.2,21.7,8,121,113,greenja01
179,Javonte Green,SF,29,CHI,32,1,480,6.2,11,0.565,1.3,3.6,0.371,4.9,7.4,0.658,3,4.6,0.667,2.7,6.2,8.9,2.3,2.4,2.1,2,5.3,16.7,13,122,109,greenja02
180,Jeff Green,PF,36,DEN,56,4,1091,7.2,14.7,0.488,1.3,4.7,0.288,5.8,10,0.58,3.9,5.2,0.744,1.7,4.8,6.5,3.1,0.8,0.8,2.1,4.4,19.6,-3,114,117,greenje02
181,Josh Green,SG,22,DAL,60,21,1539,6.6,12.3,0.537,2.2,5.5,0.402,4.4,6.9,0.643,2.2,3,0.723,1.8,4.1,5.9,3.3,1.4,0.2,2.3,5,17.6,0,119,119,greenjo02
182,AJ Griffin,SF,19,ATL,72,12,1401,8.4,18.1,0.465,3.4,8.8,0.39,5,9.3,0.536,1.4,1.6,0.894,1.3,3.9,5.2,2.5,1.4,0.4,1.4,3,21.7,-3,116,119,griffaj01
183,Blake Griffin,C,33,BOS,41,16,569,5.4,11.1,0.485,2,5.7,0.348,3.4,5.5,0.625,1.8,2.7,0.656,4,9.3,13.3,5.2,1.2,0.8,1.9,6.4,14.6,16,127,111,griffbl01
184,Quentin Grimes,SG,22,NYK,71,66,2121,6.6,14,0.468,3.7,9.5,0.386,2.9,4.5,0.641,1.8,2.3,0.796,1.1,4.2,5.3,3.5,1.1,0.6,1.6,4.1,18.6,8,125,117,grimequ01
185,Rui Hachimura,PF,24,TOT,63,9,1466,9.3,19.1,0.486,1.7,5.2,0.319,7.6,13.9,0.55,2.9,3.9,0.739,1.7,7.5,9.3,1.9,0.6,0.9,1.7,2.4,23.2,-7,109,116,hachiru01
